https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume XMR
1680998400000,2023-04-09 00:00:00,XMR/USD,158.24,160.38,157.69,160.15,12381.1488057285,77.30970219
1680912000000,2023-04-08 00:00:00,XMR/USD,156.82,158.9,156.76,158.2,19472.135302494,123.08555817
1680825600000,2023-04-07 00:00:00,XMR/USD,156.38,157.68,155.09,156.62,32287.3239449094,206.15070837
1680739200000,2023-04-06 00:00:00,XMR/USD,157.71,158.49,156.15,156.51,32203.979240743796,205.76307738
1680652800000,2023-04-05 00:00:00,XMR/USD,158.34,160.17,155.77,158.02,110409.8677129004,698.70818702
1680566400000,2023-04-04 00:00:00,XMR/USD,156.62,159.42,155.8,158.59,65238.4654529085,411.36556815
1680480000000,2023-04-03 00:00:00,XMR/USD,160.09,161.86,155.26,156.45,181677.9034467915,1161.25217927
1680393600000,2023-04-02 00:00:00,XMR/USD,157.16,160.87,156.06,160.18,161109.4440127086,1005.80249727
1680307200000,2023-04-01 00:00:00,XMR/USD,157.57,157.64,153.85,156.94,70489.487147877,449.14927455
1680220800000,2023-03-31 00:00:00,XMR/USD,155.44,158.29,154.69,157.51,242759.1898516364,1541.23033364
1680134400000,2023-03-30 00:00:00,XMR/USD,158.97,163.28,154.58,155.31,277045.7675282787,1783.82439977
1680048000000,2023-03-29 00:00:00,XMR/USD,154.02,159.95,153.79,158.84,173973.4663136536,1095.27490754
1679961600000,2023-03-28 00:00:00,XMR/USD,151.51,156.12,149.65,153.81,386065.82135417766,2510.01769296
1679875200000,2023-03-27 00:00:00,XMR/USD,161.4,164.84,151.35,151.71,1613804.078963041,10637.42718979
1679788800000,2023-03-26 00:00:00,XMR/USD,159.8,165.9,159.0,161.49,290587.13591476594,1799.41256991
1679702400000,2023-03-25 00:00:00,XMR/USD,162.06,164.82,159.89,159.96,463111.1884416024,2895.16871994
1679616000000,2023-03-24 00:00:00,XMR/USD,156.75,163.11,154.84,161.92,929121.4435799295,5738.15120788
1679529600000,2023-03-23 00:00:00,XMR/USD,148.56,156.76,148.56,156.62,566791.6997353266,3618.89732943
1679443200000,2023-03-22 00:00:00,XMR/USD,152.99,154.75,145.47,148.78,334101.1686655212,2245.60538154
1679356800000,2023-03-21 00:00:00,XMR/USD,151.8,156.97,149.1,153.14,309073.787147333,2018.24335345
1679270400000,2023-03-20 00:00:00,XMR/USD,153.38,155.61,149.65,151.71,202072.3329129219,1331.96449089
1679184000000,2023-03-19 00:00:00,XMR/USD,148.99,158.49,148.64,153.23,572566.5964612054,3736.64815285
1679097600000,2023-03-18 00:00:00,XMR/USD,153.39,154.22,146.27,149.21,287937.4914468245,1929.74660845
1679011200000,2023-03-17 00:00:00,XMR/USD,149.3,153.88,149.18,153.51,526913.607072722,3432.43832371
1678924800000,2023-03-16 00:00:00,XMR/USD,146.6,149.89,144.52,149.4,401747.712552774,2689.07438121
1678838400000,2023-03-15 00:00:00,XMR/USD,150.08,152.3,142.55,146.46,946940.477409207,6465.52285545
1678752000000,2023-03-14 00:00:00,XMR/USD,152.81,158.01,147.1,149.88,1525754.2751113633,10179.83903864
1678665600000,2023-03-13 00:00:00,XMR/USD,150.06,155.63,146.19,152.54,626404.2668356096,4106.49185024
1678579200000,2023-03-12 00:00:00,XMR/USD,140.53,150.66,139.62,150.33,441930.2631442875,2939.73433875
1678492800000,2023-03-11 00:00:00,XMR/USD,135.49,142.5,132.8,140.5,933201.8819156899,6642.00627698
1678406400000,2023-03-10 00:00:00,XMR/USD,142.27,142.43,132.21,135.32,474929.8706834988,3509.67980109
1678320000000,2023-03-09 00:00:00,XMR/USD,143.32,152.49,140.2,142.67,549128.021815286,3848.93826183
1678233600000,2023-03-08 00:00:00,XMR/USD,150.14,151.48,143.0,143.13,398105.1946858038,2781.42384326
1678147200000,2023-03-07 00:00:00,XMR/USD,154.14,155.76,148.21,150.35,410784.98897590203,2732.19147972
1678060800000,2023-03-06 00:00:00,XMR/USD,149.3,154.12,148.3,153.98,185483.4363915906,1204.59433947
1677974400000,2023-03-05 00:00:00,XMR/USD,146.51,150.17,146.21,149.49,145977.6099414501,976.50418049
1677888000000,2023-03-04 00:00:00,XMR/USD,145.06,147.72,144.08,146.72,417226.84714373597,2843.69443255
1677801600000,2023-03-03 00:00:00,XMR/USD,151.12,151.32,140.69,144.93,237419.9427037461,1638.16975577
1677715200000,2023-03-02 00:00:00,XMR/USD,152.6,153.28,148.65,151.04,333722.66258094076,2209.49856052
1677628800000,2023-03-01 00:00:00,XMR/USD,150.43,153.65,150.36,152.8,220998.74640679202,1446.32687439
1677542400000,2023-02-28 00:00:00,XMR/USD,149.75,152.32,148.99,150.24,180740.9741093136,1203.01500339
1677456000000,2023-02-27 00:00:00,XMR/USD,151.17,152.33,146.44,149.88,216189.7234130688,1442.41875776
1677369600000,2023-02-26 00:00:00,XMR/USD,148.91,152.33,148.35,151.31,205801.4143683034,1360.13095214
1677283200000,2023-02-25 00:00:00,XMR/USD,150.62,151.64,145.2,149.2,257571.529618732,1726.35073471
1677196800000,2023-02-24 00:00:00,XMR/USD,151.81,154.54,148.7,150.37,270214.5006153813,1796.99741049
1677110400000,2023-02-23 00:00:00,XMR/USD,157.67,159.42,150.22,152.03,198019.4484267281,1302.50245627
1677024000000,2023-02-22 00:00:00,XMR/USD,159.5,159.91,155.82,157.9,143663.77373810002,909.840239
1676937600000,2023-02-21 00:00:00,XMR/USD,161.72,163.2,156.82,159.5,171729.77600657998,1076.67571164
1676851200000,2023-02-20 00:00:00,XMR/USD,162.42,168.89,160.45,161.55,632230.8210974656,3913.53030701
1676764800000,2023-02-19 00:00:00,XMR/USD,161.91,166.41,159.43,162.2,419803.237059106,2588.18271923
1676678400000,2023-02-18 00:00:00,XMR/USD,159.62,163.72,158.8,161.79,136820.39929004127,845.6666004699999
1676592000000,2023-02-17 00:00:00,XMR/USD,155.65,162.22,155.02,159.62,208862.2452620196,1308.49671258
1676505600000,2023-02-16 00:00:00,XMR/USD,165.97,167.0,155.54,155.75,257003.6352016,1650.1035968
1676419200000,2023-02-15 00:00:00,XMR/USD,158.53,165.68,156.95,165.68,288082.71022111364,1738.78989752
1676332800000,2023-02-14 00:00:00,XMR/USD,155.8,159.3,153.87,158.3,201259.95031482403,1271.38313528
1676246400000,2023-02-13 00:00:00,XMR/USD,159.74,162.02,153.6,155.91,242662.02652105707,1556.42374781
1676160000000,2023-02-12 00:00:00,XMR/USD,161.54,163.35,157.98,159.59,199474.1899211011,1249.91659829
1676073600000,2023-02-11 00:00:00,XMR/USD,154.52,161.76,153.94,161.47,207252.6314437498,1283.53645534
1675987200000,2023-02-10 00:00:00,XMR/USD,152.71,158.55,151.56,154.73,280305.1539338031,1811.57599647
1675900800000,2023-02-09 00:00:00,XMR/USD,165.56,168.25,149.37,152.53,445607.3755319774,2921.44086758
1675814400000,2023-02-08 00:00:00,XMR/USD,168.49,169.16,163.02,165.46,181926.1387438254,1099.51733799
1675728000000,2023-02-07 00:00:00,XMR/USD,164.15,168.23,163.71,168.19,282262.76144836657,1678.23747814
1675641600000,2023-02-06 00:00:00,XMR/USD,166.79,168.56,163.39,164.83,537185.9910662947,3259.03046209
1675555200000,2023-02-05 00:00:00,XMR/USD,172.17,173.8,165.04,166.65,1023152.7347873041,6139.53036176
1675468800000,2023-02-04 00:00:00,XMR/USD,171.67,174.87,170.88,172.33,297104.48577297066,1724.04390282
1675382400000,2023-02-03 00:00:00,XMR/USD,173.43,175.52,170.58,171.78,1045136.8559148384,6084.15913328
1675296000000,2023-02-02 00:00:00,XMR/USD,177.81,180.77,171.91,173.25,1139497.8015353626,6577.18788765
1675209600000,2023-02-01 00:00:00,XMR/USD,177.57,178.66,172.75,177.68,485949.1051889808,2734.96794906
1675123200000,2023-01-31 00:00:00,XMR/USD,176.17,180.49,172.0,177.47,646302.6980802204,3641.75746932
1675036800000,2023-01-30 00:00:00,XMR/USD,186.3,186.51,174.65,175.94,369472.77694781177,2099.99304847
1674950400000,2023-01-29 00:00:00,XMR/USD,184.23,187.25,182.05,186.07,328045.54272448126,1763.02221059
1674864000000,2023-01-28 00:00:00,XMR/USD,180.0,186.18,177.94,184.31,556917.1928291951,3021.63307921
1674777600000,2023-01-27 00:00:00,XMR/USD,171.68,180.5,167.36,179.84,493123.11225847685,2742.01018827
1674691200000,2023-01-26 00:00:00,XMR/USD,173.65,178.07,170.74,171.86,472217.03296673106,2747.68435335
1674604800000,2023-01-25 00:00:00,XMR/USD,172.17,175.97,166.01,173.42,299286.90276958456,1725.79231213
1674518400000,2023-01-24 00:00:00,XMR/USD,179.1,180.28,167.32,171.96,567860.6325244309,3302.28327823
1674432000000,2023-01-23 00:00:00,XMR/USD,177.12,180.42,175.27,179.33,384614.45532474597,2144.7301362
1674345600000,2023-01-22 00:00:00,XMR/USD,172.7,181.67,172.48,176.99,794568.1697370427,4489.33933972
1674259200000,2023-01-21 00:00:00,XMR/USD,173.0,181.95,171.35,172.79,618959.3345368719,3582.14789361
1674172800000,2023-01-20 00:00:00,XMR/USD,165.82,173.84,165.06,173.31,336611.171001096,1942.2489816
1674086400000,2023-01-19 00:00:00,XMR/USD,162.85,166.02,156.9,165.59,426975.5744864804,2578.51062556
1674000000000,2023-01-18 00:00:00,XMR/USD,171.84,174.91,160.98,162.97,767863.1285792948,4711.68392084
1673913600000,2023-01-17 00:00:00,XMR/USD,167.77,174.78,165.61,171.84,302122.52366904,1758.16179975
1673827200000,2023-01-16 00:00:00,XMR/USD,174.45,176.86,165.47,168.06,1025498.0038038949,6101.97550758
1673740800000,2023-01-15 00:00:00,XMR/USD,175.42,177.37,171.72,174.68,566039.7908530904,3240.43846378
1673654400000,2023-01-14 00:00:00,XMR/USD,170.41,188.12,170.23,175.76,1439953.2373557135,8192.72438186
1673568000000,2023-01-13 00:00:00,XMR/USD,166.62,170.65,164.02,170.64,338108.8925302272,1981.41638848
1673481600000,2023-01-12 00:00:00,XMR/USD,168.79,171.22,164.0,166.59,513730.0498417668,3083.79884652
1673395200000,2023-01-11 00:00:00,XMR/USD,161.42,171.85,160.23,168.88,355711.3973827264,2106.29676328
1673308800000,2023-01-10 00:00:00,XMR/USD,158.76,163.2,157.68,161.3,238630.806878103,1479.42223731
1673222400000,2023-01-09 00:00:00,XMR/USD,155.71,160.64,155.34,158.86,568928.4450574296,3581.31968436
1673136000000,2023-01-08 00:00:00,XMR/USD,156.04,159.23,154.2,156.63,282326.67352137243,1802.50701348
1673049600000,2023-01-07 00:00:00,XMR/USD,155.09,156.06,153.79,155.9,140058.155636927,898.38457753
1672963200000,2023-01-06 00:00:00,XMR/USD,155.9,158.9,152.68,154.9,323086.834594758,2085.77685342
1672876800000,2023-01-05 00:00:00,XMR/USD,151.08,156.97,150.86,155.9,185465.73574017102,1189.64551469
1672790400000,2023-01-04 00:00:00,XMR/USD,148.47,152.77,148.47,151.13,399762.29804317234,2645.15515148
1672704000000,2023-01-03 00:00:00,XMR/USD,148.04,149.33,147.69,148.46,153072.8666074166,1031.07144421
1672617600000,2023-01-02 00:00:00,XMR/USD,148.81,150.38,148.0,148.0,160310.85432768,1083.18144816
1672531200000,2023-01-01 00:00:00,XMR/USD,147.33,149.49,146.53,148.63,93516.83526212459,629.19219042
1672444800000,2022-12-31 00:00:00,XMR/USD,146.24,148.8,145.5,147.51,131318.3281480785,890.23339535
1672358400000,2022-12-30 00:00:00,XMR/USD,145.78,146.63,144.31,146.07,157034.6804588661,1075.06456123
1672272000000,2022-12-29 00:00:00,XMR/USD,146.96,147.17,145.1,145.64,189197.8666144336,1299.07900724
1672185600000,2022-12-28 00:00:00,XMR/USD,145.5,147.05,143.89,146.76,207104.5506193584,1411.17845884
1672099200000,2022-12-27 00:00:00,XMR/USD,147.05,147.49,144.01,145.73,189061.53726719477,1297.34122876
1672012800000,2022-12-26 00:00:00,XMR/USD,145.23,147.52,144.52,146.88,91617.4196835552,623.75694229
1671926400000,2022-12-25 00:00:00,XMR/USD,143.81,145.69,143.39,145.38,112100.5917891438,771.08675051
1671840000000,2022-12-24 00:00:00,XMR/USD,143.24,144.29,141.94,143.6,56405.23421754,392.79411015
1671753600000,2022-12-23 00:00:00,XMR/USD,145.5,146.93,140.01,143.38,289241.23141058517,2017.30528254
1671667200000,2022-12-22 00:00:00,XMR/USD,147.36,147.91,143.8,145.54,110238.78286785279,757.4466323199999
1671580800000,2022-12-21 00:00:00,XMR/USD,147.31,148.88,146.63,147.38,166123.26705504037,1127.17646258
1671494400000,2022-12-20 00:00:00,XMR/USD,144.17,147.84,143.78,147.04,292845.01101794397,1991.6009998499999
1671408000000,2022-12-19 00:00:00,XMR/USD,144.49,145.8,143.35,144.14,271794.88649973855,1885.63123699
1671321600000,2022-12-18 00:00:00,XMR/USD,143.44,146.06,142.88,144.28,103461.2791438584,717.0867697799999
1671235200000,2022-12-17 00:00:00,XMR/USD,142.16,144.55,138.62,143.56,321535.6401408504,2239.73000934
1671148800000,2022-12-16 00:00:00,XMR/USD,149.18,149.6,140.34,142.42,350461.56937757676,2460.76091404
1671062400000,2022-12-15 00:00:00,XMR/USD,148.69,150.0,146.54,149.32,457576.1813732576,3064.39982168
1670976000000,2022-12-14 00:00:00,XMR/USD,151.67,152.5,146.89,148.92,412438.7578494156,2769.53235193
1670889600000,2022-12-13 00:00:00,XMR/USD,150.76,153.28,148.5,151.51,230849.2457466526,1523.6568262600001
1670803200000,2022-12-12 00:00:00,XMR/USD,150.78,152.29,148.13,150.74,334188.6698016164,2216.98732786
1670716800000,2022-12-11 00:00:00,XMR/USD,149.51,152.16,149.2,150.87,252792.3685743543,1675.56418489
1670630400000,2022-12-10 00:00:00,XMR/USD,149.06,151.21,148.43,149.51,147698.4441094127,987.88337977
1670544000000,2022-12-09 00:00:00,XMR/USD,147.92,149.62,146.49,149.25,208056.81353021998,1394.01550104
1670457600000,2022-12-08 00:00:00,XMR/USD,144.23,148.97,142.93,147.82,489029.3648965118,3308.27604449
1670371200000,2022-12-07 00:00:00,XMR/USD,143.7,144.46,141.18,143.95,378955.21814260347,2632.54753833
1670284800000,2022-12-06 00:00:00,XMR/USD,145.37,146.11,142.02,143.44,607596.3492244537,4235.89200519
1670198400000,2022-12-05 00:00:00,XMR/USD,142.14,146.06,141.66,145.28,499328.7591684352,3437.0096308399998
1670112000000,2022-12-04 00:00:00,XMR/USD,145.17,147.43,142.19,142.29,621345.9372434756,4366.75758833
1670025600000,2022-12-03 00:00:00,XMR/USD,145.41,148.26,143.78,145.31,1076828.7497354993,7410.56190032
1669939200000,2022-12-02 00:00:00,XMR/USD,144.47,146.78,143.07,145.64,534046.1308996483,3666.89186281
1669852800000,2022-12-01 00:00:00,XMR/USD,142.01,144.97,141.43,144.58,1409232.9668565786,9747.08097148
1669766400000,2022-11-30 00:00:00,XMR/USD,138.04,142.99,137.93,142.2,469377.07088526,3300.8232833
1669680000000,2022-11-29 00:00:00,XMR/USD,134.68,140.0,134.48,137.44,421179.5406154304,3064.46115116
1669593600000,2022-11-28 00:00:00,XMR/USD,136.79,137.21,132.96,134.85,420311.7458234445,3116.88354337
1669507200000,2022-11-27 00:00:00,XMR/USD,138.76,140.57,136.45,136.51,777165.4173674654,5693.10246405
1669420800000,2022-11-26 00:00:00,XMR/USD,136.47,139.71,135.72,138.94,291584.6121948148,2098.63690942
1669334400000,2022-11-25 00:00:00,XMR/USD,136.61,138.52,133.74,136.44,719416.895139774,5272.77114585
1669248000000,2022-11-24 00:00:00,XMR/USD,135.18,137.58,133.24,136.78,1486687.4046538626,10869.18704967
1669161600000,2022-11-23 00:00:00,XMR/USD,134.23,137.22,133.11,134.93,1673710.89590408,12404.29034243
1669075200000,2022-11-22 00:00:00,XMR/USD,125.84,134.23,125.27,134.23,815539.6264296153,6075.68819511
1668988800000,2022-11-21 00:00:00,XMR/USD,129.49,135.63,125.91,126.34,1070705.7021755225,8474.79580636
1668902400000,2022-11-20 00:00:00,XMR/USD,134.26,134.37,128.44,129.58,231340.8334481288,1785.31280636
1668816000000,2022-11-19 00:00:00,XMR/USD,133.04,134.53,131.83,134.24,113104.057543008,842.5510842
1668729600000,2022-11-18 00:00:00,XMR/USD,132.98,134.56,131.06,133.28,143655.96053363523,1077.85084434
1668643200000,2022-11-17 00:00:00,XMR/USD,132.31,133.02,130.23,133.02,333200.14157776145,2504.88754757
1668556800000,2022-11-16 00:00:00,XMR/USD,129.05,132.71,126.8,132.15,339572.5553592465,2569.59935951
1668470400000,2022-11-15 00:00:00,XMR/USD,129.76,132.84,127.54,128.86,279796.1534256508,2171.31889978
1668384000000,2022-11-14 00:00:00,XMR/USD,127.28,130.67,122.02,129.91,512714.23927387287,3946.68800919
1668297600000,2022-11-13 00:00:00,XMR/USD,128.36,131.55,126.5,127.52,508372.4476698384,3986.60953317
1668211200000,2022-11-12 00:00:00,XMR/USD,128.47,130.02,125.02,128.58,418910.63459036703,3257.97662615
1668124800000,2022-11-11 00:00:00,XMR/USD,133.08,134.51,122.47,128.24,802173.3132606369,6255.25041532
1668038400000,2022-11-10 00:00:00,XMR/USD,119.33,134.56,118.3,133.3,1016213.770524126,7623.50915622
1667952000000,2022-11-09 00:00:00,XMR/USD,138.41,140.01,116.07,119.33,1719183.0915997755,14406.96464929
1667865600000,2022-11-08 00:00:00,XMR/USD,155.22,157.27,127.58,138.41,1484701.5452064276,10726.83726036
1667779200000,2022-11-07 00:00:00,XMR/USD,154.8,159.58,153.47,155.22,372992.6763351594,2402.99366277
1667692800000,2022-11-06 00:00:00,XMR/USD,157.36,160.65,154.37,155.17,473186.3181104738,3049.47037514
1667606400000,2022-11-05 00:00:00,XMR/USD,158.53,162.12,156.52,157.36,811295.2241605177,5155.66360041
1667520000000,2022-11-04 00:00:00,XMR/USD,149.48,158.69,149.02,158.69,644564.800838586,4061.78587711
1667433600000,2022-11-03 00:00:00,XMR/USD,146.83,150.47,146.81,149.38,386615.1649104822,2588.13204519
1667347200000,2022-11-02 00:00:00,XMR/USD,149.78,151.42,145.02,146.98,565900.3840084176,3850.18631112
1667260800000,2022-11-01 00:00:00,XMR/USD,149.51,151.42,148.36,149.7,357091.374791961,2385.37992513
1667174400000,2022-10-31 00:00:00,XMR/USD,147.58,151.05,146.02,149.64,418215.88139285514,2794.81342818
1667088000000,2022-10-30 00:00:00,XMR/USD,149.02,150.87,146.31,147.58,500041.3083644546,3388.27285787
1667001600000,2022-10-29 00:00:00,XMR/USD,146.94,149.69,145.89,149.13,490557.878212239,3289.4647503
1666915200000,2022-10-28 00:00:00,XMR/USD,145.78,148.46,143.95,146.94,473772.9093474936,3224.26098644
1666828800000,2022-10-27 00:00:00,XMR/USD,146.89,150.3,145.02,145.78,1053634.041372897,7227.56236365
1666742400000,2022-10-26 00:00:00,XMR/USD,144.36,148.01,144.09,146.89,275782.00907722965,1877.47300073
1666656000000,2022-10-25 00:00:00,XMR/USD,143.08,146.6,142.81,144.18,829233.2915022942,5751.37530519
1666569600000,2022-10-24 00:00:00,XMR/USD,144.65,145.02,141.58,143.22,894514.7393780597,6245.73899859
1666483200000,2022-10-23 00:00:00,XMR/USD,143.08,145.06,142.23,144.56,1092044.1049072673,7554.26193212
1666396800000,2022-10-22 00:00:00,XMR/USD,140.79,143.27,139.52,143.02,1496027.2996412762,10460.2663938
1666310400000,2022-10-21 00:00:00,XMR/USD,141.08,143.53,136.92,140.79,1414660.8917601225,10048.02110775
1666224000000,2022-10-20 00:00:00,XMR/USD,144.97,148.83,140.07,141.28,1357470.354350597,9608.36887281
1666137600000,2022-10-19 00:00:00,XMR/USD,146.09,148.67,144.7,145.2,898155.8455289638,6185.64631907
1666051200000,2022-10-18 00:00:00,XMR/USD,143.73,148.18,142.67,146.22,1767791.819072599,12089.94541836
1665964800000,2022-10-17 00:00:00,XMR/USD,143.1,145.14,142.54,143.59,695937.9715831331,4846.7022187
1665878400000,2022-10-16 00:00:00,XMR/USD,139.62,143.49,139.62,143.1,416573.32665869995,2911.064477
1665792000000,2022-10-15 00:00:00,XMR/USD,140.67,142.16,139.06,139.61,1385371.1007830487,9923.15092603
1665705600000,2022-10-14 00:00:00,XMR/USD,142.69,145.97,139.81,140.58,394622.8558003908,2807.10524826
1665619200000,2022-10-13 00:00:00,XMR/USD,145.07,145.28,134.55,142.88,779532.8307500719,5455.85687815
1665532800000,2022-10-12 00:00:00,XMR/USD,144.72,146.48,142.59,144.85,276246.1024692415,1907.11841539
1665446400000,2022-10-11 00:00:00,XMR/USD,142.23,145.33,140.07,144.68,469246.48840068484,3243.34039536
1665360000000,2022-10-10 00:00:00,XMR/USD,145.53,147.8,141.83,142.23,429607.63781874836,3020.51351908
1665273600000,2022-10-09 00:00:00,XMR/USD,147.78,148.97,145.14,145.7,521475.27459287294,3579.10277689
1665187200000,2022-10-08 00:00:00,XMR/USD,146.53,148.37,145.06,147.85,448100.884059093,3030.78041298
1665100800000,2022-10-07 00:00:00,XMR/USD,148.95,149.57,143.7,146.54,777408.441246302,5305.0937713
1665014400000,2022-10-06 00:00:00,XMR/USD,146.22,152.55,143.45,149.12,983795.930591968,6597.34395515
1664928000000,2022-10-05 00:00:00,XMR/USD,146.75,148.27,143.67,146.09,411749.7818365652,2818.46657428
1664841600000,2022-10-04 00:00:00,XMR/USD,141.67,147.8,141.67,146.62,269090.4873389802,1835.29182471
1664755200000,2022-10-03 00:00:00,XMR/USD,137.06,141.79,136.52,141.67,399152.52169981104,2817.48091833
1664668800000,2022-10-02 00:00:00,XMR/USD,141.07,141.96,136.38,137.06,380421.61006234,2775.584489
1664582400000,2022-10-01 00:00:00,XMR/USD,147.45,150.27,140.74,141.33,520709.98656267993,3684.35566803
1664496000000,2022-09-30 00:00:00,XMR/USD,148.47,150.9,146.26,147.45,282696.33317720395,1917.23521992
1664409600000,2022-09-29 00:00:00,XMR/USD,147.2,149.55,146.08,148.47,312390.857451246,2104.0672018
1664323200000,2022-09-28 00:00:00,XMR/USD,144.39,148.32,140.31,147.23,503293.9922431875,3418.42010625
1664236800000,2022-09-27 00:00:00,XMR/USD,145.93,153.52,143.14,144.31,466255.9613453709,3230.93313939
1664150400000,2022-09-26 00:00:00,XMR/USD,140.94,146.18,139.81,146.02,230456.3736088894,1578.25211347
1664064000000,2022-09-25 00:00:00,XMR/USD,141.94,144.73,140.13,141.19,201697.1130271566,1428.55098114
1663977600000,2022-09-24 00:00:00,XMR/USD,141.56,144.26,140.54,141.83,264995.28934021393,1868.40082733
1663891200000,2022-09-23 00:00:00,XMR/USD,144.39,146.37,137.81,141.45,221828.4640995105,1568.24647649
1663804800000,2022-09-22 00:00:00,XMR/USD,135.32,144.35,134.07,144.19,239451.0653802669,1660.66346751
1663718400000,2022-09-21 00:00:00,XMR/USD,142.5,145.39,134.38,135.18,325747.67171885096,2409.73273945
1663632000000,2022-09-20 00:00:00,XMR/USD,140.66,143.53,139.57,142.56,371254.5348568848,2604.19847683
1663545600000,2022-09-19 00:00:00,XMR/USD,140.31,141.97,135.01,140.4,304058.55008505605,2165.65918864
1663459200000,2022-09-18 00:00:00,XMR/USD,147.52,149.0,137.78,140.5,736946.5241497951,5245.17099039
1663372800000,2022-09-17 00:00:00,XMR/USD,149.04,151.97,147.36,147.5,199786.14174717502,1354.48231693
1663286400000,2022-09-16 00:00:00,XMR/USD,145.85,149.51,144.02,149.13,295360.19319704577,1980.55517466
1663200000000,2022-09-15 00:00:00,XMR/USD,149.9,151.81,144.0,145.95,482849.75569481694,3308.32309486
1663113600000,2022-09-14 00:00:00,XMR/USD,145.45,151.66,144.95,149.9,278524.556847329,1858.06909171
1663027200000,2022-09-13 00:00:00,XMR/USD,164.24,165.49,145.27,145.29,544959.8942516034,3750.84241346
1662940800000,2022-09-12 00:00:00,XMR/USD,159.07,166.6,158.18,164.42,526614.1638699855,3202.85952968
1662854400000,2022-09-11 00:00:00,XMR/USD,157.85,159.59,154.43,159.03,162334.2878900253,1020.77776451
1662768000000,2022-09-10 00:00:00,XMR/USD,161.53,162.04,157.06,157.68,387962.421735492,2460.44153815
1662681600000,2022-09-09 00:00:00,XMR/USD,152.11,161.83,151.65,161.51,950170.2856687998,5883.04306649
1662595200000,2022-09-08 00:00:00,XMR/USD,149.33,152.56,147.71,152.11,306115.361528893,2012.4604663
1662508800000,2022-09-07 00:00:00,XMR/USD,144.87,152.25,141.6,149.45,601177.1746703765,4022.59735477
1662422400000,2022-09-06 00:00:00,XMR/USD,157.62,160.05,144.56,144.86,579270.9974093157,3998.83333846
1662336000000,2022-09-05 00:00:00,XMR/USD,155.63,157.98,154.7,157.39,183142.82300067227,1163.62426457
1662249600000,2022-09-04 00:00:00,XMR/USD,154.39,156.35,153.61,155.69,235637.3763107139,1513.50360531
1662163200000,2022-09-03 00:00:00,XMR/USD,153.08,155.0,151.44,154.24,244876.6227563712,1587.63370563
1662076800000,2022-09-02 00:00:00,XMR/USD,154.82,154.96,150.3,153.48,367039.2161778312,2391.44654794
1661990400000,2022-09-01 00:00:00,XMR/USD,149.18,155.3,148.41,154.73,459083.5367881454,2966.99758798
1661904000000,2022-08-31 00:00:00,XMR/USD,149.01,152.58,148.35,149.16,162805.3766722812,1091.48147407
1661817600000,2022-08-30 00:00:00,XMR/USD,152.74,152.99,147.11,148.94,301708.37518352957,2025.70414384
1661731200000,2022-08-29 00:00:00,XMR/USD,146.63,153.15,144.72,152.52,465364.4506466196,3051.17001473
1661644800000,2022-08-28 00:00:00,XMR/USD,144.87,149.38,144.05,146.41,389382.8895110825,2659.53752825
1661558400000,2022-08-27 00:00:00,XMR/USD,142.61,146.31,141.63,145.15,437687.798831893,3015.41714662
1661472000000,2022-08-26 00:00:00,XMR/USD,153.82,155.31,141.15,142.65,326446.710259257,2288.44521738
1661385600000,2022-08-25 00:00:00,XMR/USD,150.8,155.45,150.11,154.01,283479.8457678798,1840.65869598
1661299200000,2022-08-24 00:00:00,XMR/USD,154.39,154.84,150.34,150.92,151943.20031672317,1006.77975296
1661212800000,2022-08-23 00:00:00,XMR/USD,153.95,155.97,150.11,154.39,230315.84174786077,1491.77953072
1661126400000,2022-08-22 00:00:00,XMR/USD,154.2,154.79,150.5,154.05,440346.608558883,2858.46548886
1661040000000,2022-08-21 00:00:00,XMR/USD,148.75,157.6,148.65,154.2,473051.78866468795,3067.78073064
1660953600000,2022-08-20 00:00:00,XMR/USD,142.16,149.81,142.16,148.75,531964.282353,3576.2304696
1660867200000,2022-08-19 00:00:00,XMR/USD,160.98,161.03,141.85,142.16,1419028.7157112071,9981.91274417
1660780800000,2022-08-18 00:00:00,XMR/USD,169.07,170.51,158.92,160.93,729195.1787903399,4531.13265886
1660694400000,2022-08-17 00:00:00,XMR/USD,169.68,170.92,158.71,168.81,996518.3477119779,5903.19499859
1660608000000,2022-08-16 00:00:00,XMR/USD,163.15,174.2,162.04,169.51,1099119.0091758072,6484.09538774
1660521600000,2022-08-15 00:00:00,XMR/USD,165.92,169.83,161.47,163.16,1170765.6407991392,7175.56779112
1660435200000,2022-08-14 00:00:00,XMR/USD,166.32,169.23,163.55,166.29,814202.7638635238,4896.28218091
1660348800000,2022-08-13 00:00:00,XMR/USD,166.3,168.19,164.3,166.36,558548.5170941264,3357.46884524
1660262400000,2022-08-12 00:00:00,XMR/USD,158.86,166.83,156.65,165.84,527080.4234359849,3178.24664397
1660176000000,2022-08-11 00:00:00,XMR/USD,167.44,169.01,156.62,158.8,650536.96736914,4096.58039905
1660089600000,2022-08-10 00:00:00,XMR/USD,158.14,169.54,154.5,167.67,728576.0790559623,4345.29778169
1660003200000,2022-08-09 00:00:00,XMR/USD,167.06,172.32,155.5,157.93,1230598.1282393364,7792.04792148
1659916800000,2022-08-08 00:00:00,XMR/USD,164.83,170.34,162.19,167.16,794841.5708787455,4754.97470016
