https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume EDO
1683676800000,2023-05-10 00:00:00,EDO/USD,0.15119,0.1532,0.12244,0.12557,3545.305026120203,28233.69456176
1683590400000,2023-05-09 00:00:00,EDO/USD,0.14993,0.15678,0.14946,0.15332,181.70267417994322,1185.12049426
1683504000000,2023-05-08 00:00:00,EDO/USD,0.16316,0.16316,0.1423,0.14988,3366.3418827640367,22460.247416359998
1683417600000,2023-05-07 00:00:00,EDO/USD,0.166,0.16764,0.16296,0.16548,234.80648254077838,1418.94176058
1683331200000,2023-05-06 00:00:00,EDO/USD,0.174,0.17614,0.166,0.166,249.92143848882,1505.55083427
1683244800000,2023-05-05 00:00:00,EDO/USD,0.17747,0.18066,0.17248,0.17614,236.51703578455619,1342.77867483
1683158400000,2023-05-04 00:00:00,EDO/USD,0.17975,0.18167,0.17489,0.17503,198.5238877610519,1134.22777673
1683072000000,2023-05-03 00:00:00,EDO/USD,0.18005,0.18233,0.17085,0.17954,3791.4533274503797,21117.59678874
1682985600000,2023-05-02 00:00:00,EDO/USD,0.17759,0.18276,0.17616,0.18085,8476.768945516436,46871.82165063
1682899200000,2023-05-01 00:00:00,EDO/USD,0.18432,0.18652,0.17489,0.17695,3058.6531604438424,17285.40921415
1682812800000,2023-04-30 00:00:00,EDO/USD,0.18725,0.19093,0.18361,0.18669,233.50645851843242,1250.77110996
1682726400000,2023-04-29 00:00:00,EDO/USD,0.18951,0.19505,0.18718,0.18725,250.48385710344502,1337.69750122
1682640000000,2023-04-28 00:00:00,EDO/USD,0.19233,0.19332,0.1868,0.18837,217.3460688864738,1153.82528474
1682553600000,2023-04-27 00:00:00,EDO/USD,0.19203,0.19616,0.18689,0.19334,243.88343977853663,1261.42257049
1682467200000,2023-04-26 00:00:00,EDO/USD,0.18806,0.2029,0.18181,0.18807,269.3577153234717,1432.22053131
1682380800000,2023-04-25 00:00:00,EDO/USD,0.18705,0.19062,0.18378,0.19062,243.74032735579743,1278.67132177
1682294400000,2023-04-24 00:00:00,EDO/USD,0.18942,0.19243,0.18461,0.18704,442.8627879306736,2367.74373359
1682208000000,2023-04-23 00:00:00,EDO/USD,0.19426,0.19671,0.18471,0.18856,226.5753990154664,1201.60903169
1682121600000,2023-04-22 00:00:00,EDO/USD,0.19536,0.19747,0.18927,0.19717,324.1041703633856,1643.78034368
1682035200000,2023-04-21 00:00:00,EDO/USD,0.20277,0.20663,0.19,0.19246,1045.2024955447193,5430.75182139
1681948800000,2023-04-20 00:00:00,EDO/USD,0.20875,0.21448,0.19691,0.20034,421.71957436924976,2105.01933897
1681862400000,2023-04-19 00:00:00,EDO/USD,0.23473,0.23611,0.20754,0.20784,417.81368218522556,2010.26598434
1681776000000,2023-04-18 00:00:00,EDO/USD,0.2114,0.232,0.21091,0.23151,4142.655460228986,17894.06703913
1681689600000,2023-04-17 00:00:00,EDO/USD,0.22148,0.22148,0.20687,0.2114,340.343615917844,1609.95087946
1681603200000,2023-04-16 00:00:00,EDO/USD,0.2172,0.22446,0.21468,0.21937,691.5683255885244,3152.52006012
1681516800000,2023-04-15 00:00:00,EDO/USD,0.21291,0.21831,0.21032,0.21721,816.5282401325545,3759.16504826
1681430400000,2023-04-14 00:00:00,EDO/USD,0.2135,0.22094,0.20724,0.21526,661.9894367480108,3075.30166658
1681344000000,2023-04-13 00:00:00,EDO/USD,0.20665,0.21559,0.20427,0.21299,534.2024191973495,2508.11033005
1681257600000,2023-04-12 00:00:00,EDO/USD,0.21416,0.21509,0.20375,0.20858,347.492451566862,1665.9912339
1681171200000,2023-04-11 00:00:00,EDO/USD,0.21734,0.22114,0.21309,0.21489,777.2424643054695,3616.93175255
1681084800000,2023-04-10 00:00:00,EDO/USD,0.2117,0.23,0.2117,0.21733,412.6188432616695,1898.58207915
1680998400000,2023-04-09 00:00:00,EDO/USD,0.211,0.21705,0.20293,0.21169,332.32838579957206,1569.88230809
1680912000000,2023-04-08 00:00:00,EDO/USD,0.20221,0.21368,0.19992,0.20794,426.8068707575228,2052.54819062
1680825600000,2023-04-07 00:00:00,EDO/USD,0.20452,0.20452,0.19891,0.20058,248.6016985070004,1239.41419138
1680739200000,2023-04-06 00:00:00,EDO/USD,0.2009,0.21337,0.20009,0.21337,63.55384474874371,297.85745301000003
1680652800000,2023-04-05 00:00:00,EDO/USD,0.20599,0.21146,0.2001,0.20353,1154.0981329963672,5670.40796441
1680566400000,2023-04-04 00:00:00,EDO/USD,0.20175,0.20743,0.19941,0.206,1479.71547028526,7183.08480721
1680480000000,2023-04-03 00:00:00,EDO/USD,0.21031,0.21321,0.19444,0.20176,1589.9183463403967,7880.24557068
1680393600000,2023-04-02 00:00:00,EDO/USD,0.20746,0.21964,0.20146,0.20863,1798.3486508973372,8619.79893063
1680307200000,2023-04-01 00:00:00,EDO/USD,0.20784,0.21061,0.2022,0.20686,1580.3257530245276,7639.59080066
1680220800000,2023-03-31 00:00:00,EDO/USD,0.20391,0.21227,0.2001,0.20784,1609.914861822917,7745.93370777
1680134400000,2023-03-30 00:00:00,EDO/USD,0.21202,0.21801,0.1997,0.20209,1535.878629235951,7599.9734239
1680048000000,2023-03-29 00:00:00,EDO/USD,0.20689,0.21801,0.20336,0.21201,1995.799903889953,9413.70644729
1679961600000,2023-03-28 00:00:00,EDO/USD,0.20057,0.2069,0.19255,0.2042,1490.9813126145139,7301.57351917
1679875200000,2023-03-27 00:00:00,EDO/USD,0.21329,0.21745,0.19612,0.20057,1759.9083125119482,8774.53414026
1679788800000,2023-03-26 00:00:00,EDO/USD,0.20758,0.21871,0.20506,0.21326,1584.6354060203685,7430.53271134
1679702400000,2023-03-25 00:00:00,EDO/USD,0.21212,0.21781,0.20307,0.20565,2502.6948301124835,12169.68067159
1679616000000,2023-03-24 00:00:00,EDO/USD,0.2103,0.2166,0.20414,0.20414,11756.625995029857,57590.99635069
1679529600000,2023-03-23 00:00:00,EDO/USD,0.2178,0.22426,0.208,0.21029,2117.7021270732603,10070.38911538
1679443200000,2023-03-22 00:00:00,EDO/USD,0.22659,0.22938,0.208,0.2169,2141.2523245806274,9872.07157483
1679356800000,2023-03-21 00:00:00,EDO/USD,0.22455,0.23322,0.21561,0.22412,1905.741496651512,8503.2192426
1679270400000,2023-03-20 00:00:00,EDO/USD,0.24894,0.25193,0.22085,0.22455,8850.712931880913,39415.332584640004
1679184000000,2023-03-19 00:00:00,EDO/USD,0.23955,0.26372,0.23955,0.24894,2536.719770960404,10190.08504443
1679097600000,2023-03-18 00:00:00,EDO/USD,0.25679,0.26067,0.23544,0.23866,2313.4442588579113,9693.47296932
1679011200000,2023-03-17 00:00:00,EDO/USD,0.23945,0.267,0.23304,0.25689,5264.911495862904,20494.80904614
1678924800000,2023-03-16 00:00:00,EDO/USD,0.23592,0.25,0.23009,0.23946,2193.140740380767,9158.69347858
1678838400000,2023-03-15 00:00:00,EDO/USD,0.27721,0.29285,0.22747,0.23872,11918.971143275558,49928.66598222
1678752000000,2023-03-14 00:00:00,EDO/USD,0.2153,0.28112,0.21143,0.27128,53425.54596880724,196938.75688885
1678665600000,2023-03-13 00:00:00,EDO/USD,0.208,0.22114,0.19265,0.21489,6445.901454463368,29996.28393347
1678579200000,2023-03-12 00:00:00,EDO/USD,0.19003,0.20764,0.18401,0.20436,2154.903687031119,10544.64517044
1678492800000,2023-03-11 00:00:00,EDO/USD,0.208,0.208,0.17199,0.18739,2058.4694010015196,10984.94797482
1678406400000,2023-03-10 00:00:00,EDO/USD,0.20617,0.208,0.18,0.208,8228.39770495184,39559.60435073
1678320000000,2023-03-09 00:00:00,EDO/USD,0.23322,0.24128,0.20127,0.20617,4987.338672292833,24190.41893725
1678233600000,2023-03-08 00:00:00,EDO/USD,0.2616,0.26937,0.227,0.23087,6558.566928704822,28408.05184175
1678147200000,2023-03-07 00:00:00,EDO/USD,0.24637,0.27974,0.24337,0.25759,21958.481335031214,85245.86100016
1678060800000,2023-03-06 00:00:00,EDO/USD,0.24667,0.27214,0.2412,0.25013,1903.4726792091808,7609.93355139
1677974400000,2023-03-05 00:00:00,EDO/USD,0.2436,0.27642,0.23466,0.25012,25454.52559423125,101769.25313542
1677888000000,2023-03-04 00:00:00,EDO/USD,0.23415,0.2575,0.23,0.23987,5757.2252174882515,24001.439185760002
1677801600000,2023-03-03 00:00:00,EDO/USD,0.24694,0.25774,0.22233,0.23405,5755.587167142203,24591.27181005
1677715200000,2023-03-02 00:00:00,EDO/USD,0.26192,0.2885,0.243,0.24983,21264.838709093,85117.23455587
1677628800000,2023-03-01 00:00:00,EDO/USD,0.22413,0.3,0.22,0.26193,49385.996890379785,188546.54636880002
1677542400000,2023-02-28 00:00:00,EDO/USD,0.23755,0.2521,0.22372,0.22413,24430.639330817667,109002.09401159
1677456000000,2023-02-27 00:00:00,EDO/USD,0.21026,0.25693,0.20585,0.23883,44365.86345180348,185763.36076625
1677369600000,2023-02-26 00:00:00,EDO/USD,0.20408,0.21278,0.20154,0.21006,1557.9702858576672,7416.78704112
1677283200000,2023-02-25 00:00:00,EDO/USD,0.2069,0.21127,0.19583,0.20153,3266.726702973206,16209.62984654
1677196800000,2023-02-24 00:00:00,EDO/USD,0.2231,0.22809,0.20217,0.20689,4671.412190315184,22579.20726142
1677110400000,2023-02-23 00:00:00,EDO/USD,0.21649,0.2305,0.213,0.2231,3881.702352307145,17398.93479295
1677024000000,2023-02-22 00:00:00,EDO/USD,0.22115,0.22295,0.20506,0.21318,1728.0750800193077,8106.17825321
1676937600000,2023-02-21 00:00:00,EDO/USD,0.2318,0.23579,0.21439,0.21809,1716.1694279512224,7869.08811936
1676851200000,2023-02-20 00:00:00,EDO/USD,0.21883,0.23271,0.21175,0.23186,7848.315353333859,33849.37183358
1676764800000,2023-02-19 00:00:00,EDO/USD,0.22435,0.25293,0.21122,0.21627,24811.720353807737,114725.66862629
1676678400000,2023-02-18 00:00:00,EDO/USD,0.20101,0.24598,0.19861,0.22436,32032.12509968742,142771.10491927
1676592000000,2023-02-17 00:00:00,EDO/USD,0.201,0.21268,0.19206,0.20102,3705.131495138539,18431.65602994
1676505600000,2023-02-16 00:00:00,EDO/USD,0.18313,0.27801,0.18122,0.20492,23331.95047926492,113858.82529409
1676419200000,2023-02-15 00:00:00,EDO/USD,0.17161,0.1857,0.16552,0.18312,1413.8885286580655,7721.10380438
1676332800000,2023-02-14 00:00:00,EDO/USD,0.17049,0.17763,0.16712,0.17395,1226.998889670897,7053.74469486
1676246400000,2023-02-13 00:00:00,EDO/USD,0.17615,0.17955,0.16012,0.17057,35154.998201000926,206103.05564285
1676160000000,2023-02-12 00:00:00,EDO/USD,0.17654,0.18267,0.17368,0.17625,1282.8018955158,7278.30862704
1676073600000,2023-02-11 00:00:00,EDO/USD,0.17433,0.18106,0.17,0.17653,2690.3058673971505,15239.93580353
1675987200000,2023-02-10 00:00:00,EDO/USD,0.175,0.18173,0.1709,0.17401,1416.6931376829516,8141.44668515
1675900800000,2023-02-09 00:00:00,EDO/USD,0.19978,0.19978,0.17297,0.17506,2774.9680886848773,15851.52569796
1675814400000,2023-02-08 00:00:00,EDO/USD,0.199,0.20592,0.19,0.19988,1719.8441706599933,8604.38348339
1675728000000,2023-02-07 00:00:00,EDO/USD,0.19248,0.20492,0.18817,0.20123,9443.97846054408,46931.26502283
1675641600000,2023-02-06 00:00:00,EDO/USD,0.18348,0.21282,0.18114,0.19248,3220.4484677486303,16731.340750979998
1675555200000,2023-02-05 00:00:00,EDO/USD,0.1811,0.19271,0.17806,0.18358,3731.1473236036313,20324.36716202
1675468800000,2023-02-04 00:00:00,EDO/USD,0.18226,0.18327,0.17665,0.17885,1427.718477054576,7982.77034976
1675382400000,2023-02-03 00:00:00,EDO/USD,0.17738,0.18781,0.17546,0.17963,1576.6510191871782,8777.2143806
1675296000000,2023-02-02 00:00:00,EDO/USD,0.1741,0.18529,0.17099,0.17596,1531.4698054471924,8703.51105619
1675209600000,2023-02-01 00:00:00,EDO/USD,0.16998,0.17552,0.1633,0.17411,1365.6996750611286,7843.88992626
1675123200000,2023-01-31 00:00:00,EDO/USD,0.17461,0.17763,0.16682,0.17156,4061.8589359037173,23676.02550655
1675036800000,2023-01-30 00:00:00,EDO/USD,0.18722,0.18982,0.16722,0.17512,1626.1360252346703,9285.83842642
1674950400000,2023-01-29 00:00:00,EDO/USD,0.17807,0.19319,0.17499,0.1872,1534.65961534704,8197.9680307
1674864000000,2023-01-28 00:00:00,EDO/USD,0.18376,0.20577,0.17527,0.17807,4233.585500434676,23774.83854908
1674777600000,2023-01-27 00:00:00,EDO/USD,0.16949,0.19304,0.16255,0.18202,19839.152001346687,108994.35227638
1674691200000,2023-01-26 00:00:00,EDO/USD,0.16623,0.17189,0.16494,0.1695,1468.967821818855,8666.47682489
1674604800000,2023-01-25 00:00:00,EDO/USD,0.15941,0.17274,0.1576,0.16643,4456.13677716821,26774.84093714
1674518400000,2023-01-24 00:00:00,EDO/USD,0.16802,0.1722,0.15899,0.16189,1531.8997847848277,9462.59673102
1674432000000,2023-01-23 00:00:00,EDO/USD,0.16494,0.17119,0.16424,0.16802,4043.6018382883644,24066.1935382
1674345600000,2023-01-22 00:00:00,EDO/USD,0.17099,0.17673,0.16146,0.16626,7599.154668008202,45706.45175032
1674259200000,2023-01-21 00:00:00,EDO/USD,0.19153,0.20382,0.16833,0.17032,13506.902088064253,79303.08882142
1674172800000,2023-01-20 00:00:00,EDO/USD,0.14899,0.22263,0.1481,0.19166,25919.064480318924,135234.60544881
1674086400000,2023-01-19 00:00:00,EDO/USD,0.15014,0.15367,0.1425,0.14897,1167.8581992044767,7839.5529247800005
1674000000000,2023-01-18 00:00:00,EDO/USD,0.15707,0.16384,0.1422,0.15034,5376.153839627032,35759.96966627
1673913600000,2023-01-17 00:00:00,EDO/USD,0.15506,0.1577,0.15095,0.15708,1398.1202082666587,8900.688873609999
1673827200000,2023-01-16 00:00:00,EDO/USD,0.15353,0.16434,0.14975,0.15378,1528.122413221701,9937.06862545
1673740800000,2023-01-15 00:00:00,EDO/USD,0.14863,0.15749,0.14299,0.15352,4681.252065190339,30492.78312396
1673654400000,2023-01-14 00:00:00,EDO/USD,0.14518,0.15578,0.14098,0.14853,8397.51650197534,56537.51095385
1673568000000,2023-01-13 00:00:00,EDO/USD,0.13916,0.1452,0.13717,0.14519,1149.1596142487676,7914.86751325
1673481600000,2023-01-12 00:00:00,EDO/USD,0.13836,0.14058,0.13318,0.13798,1380.144884218035,10002.49952325
1673395200000,2023-01-11 00:00:00,EDO/USD,0.13808,0.14239,0.13217,0.13836,1080.6404163467664,7810.35282124
1673308800000,2023-01-10 00:00:00,EDO/USD,0.13825,0.14108,0.13565,0.13805,1145.47738047479,8297.5543678
1673222400000,2023-01-09 00:00:00,EDO/USD,0.13529,0.1437,0.13529,0.13656,1333.3192237447224,9763.61470229
1673136000000,2023-01-08 00:00:00,EDO/USD,0.13464,0.13735,0.13203,0.13715,1120.175417574239,8167.52036146
1673049600000,2023-01-07 00:00:00,EDO/USD,0.13674,0.13714,0.1321,0.13474,953.0717949304363,7073.41394486
1672963200000,2023-01-06 00:00:00,EDO/USD,0.13773,0.13887,0.13208,0.13675,1231.7015765201027,9006.95851203
1672876800000,2023-01-05 00:00:00,EDO/USD,0.13462,0.13924,0.13268,0.13774,4879.039325374684,35422.09471014
1672790400000,2023-01-04 00:00:00,EDO/USD,0.13274,0.13584,0.13069,0.13254,3599.1542008841348,27155.23012588
1672704000000,2023-01-03 00:00:00,EDO/USD,0.13768,0.14006,0.12939,0.13454,1302.422546411983,9680.56002982
1672617600000,2023-01-02 00:00:00,EDO/USD,0.13685,0.14028,0.13237,0.13612,1033.0029872348296,7588.91409958
1672531200000,2023-01-01 00:00:00,EDO/USD,0.13645,0.13866,0.13237,0.13685,1119.495197523059,8180.45449414
1672444800000,2022-12-31 00:00:00,EDO/USD,0.13813,0.14117,0.1324,0.13605,1087.3029332218155,7991.93629711
1672358400000,2022-12-30 00:00:00,EDO/USD,0.14138,0.144,0.13038,0.13814,1271.561235149052,9204.87357137
1672272000000,2022-12-29 00:00:00,EDO/USD,0.15829,0.15829,0.13516,0.14013,7936.5155842544045,56636.8057108
1672185600000,2022-12-28 00:00:00,EDO/USD,0.12821,0.17536,0.12821,0.156,34552.20072846672,221488.46620812
1672099200000,2022-12-27 00:00:00,EDO/USD,0.13816,0.14005,0.12582,0.1297,1381.205590197662,10649.23354046
1672012800000,2022-12-26 00:00:00,EDO/USD,0.12487,0.15105,0.12135,0.13826,4936.588976467691,35705.11338397
1671926400000,2022-12-25 00:00:00,EDO/USD,0.12819,0.12819,0.12056,0.12241,1146.4880032603783,9365.96685941
1671840000000,2022-12-24 00:00:00,EDO/USD,0.12174,0.13624,0.11936,0.12829,7308.401508476188,56967.81906989
1671753600000,2022-12-23 00:00:00,EDO/USD,0.11905,0.12165,0.11737,0.11966,951.6077062362959,7952.5965756
1671667200000,2022-12-22 00:00:00,EDO/USD,0.12085,0.12366,0.1147,0.11808,1282.6478072085697,10862.53224262
1671580800000,2022-12-21 00:00:00,EDO/USD,0.12373,0.12588,0.11916,0.12086,1008.6227828447632,8345.38129112
1671494400000,2022-12-20 00:00:00,EDO/USD,0.12376,0.12839,0.12195,0.12577,1099.9862466419759,8746.014523670001
1671408000000,2022-12-19 00:00:00,EDO/USD,0.13232,0.13443,0.12195,0.12346,1226.3766641012946,9933.39271101
1671321600000,2022-12-18 00:00:00,EDO/USD,0.13276,0.13484,0.1299,0.13242,1729.5304278871063,13060.94568711
1671235200000,2022-12-17 00:00:00,EDO/USD,0.131,0.13343,0.12561,0.13276,1157.0938069725075,8715.68098051
1671148800000,2022-12-16 00:00:00,EDO/USD,0.14536,0.14722,0.1273,0.12889,1237.867006791174,9604.05777633
1671062400000,2022-12-15 00:00:00,EDO/USD,0.15437,0.15447,0.14339,0.14537,1428.1062192231861,9823.94042253
1670976000000,2022-12-14 00:00:00,EDO/USD,0.15488,0.1578,0.14955,0.15437,1180.1298269536453,7644.81328596
1670889600000,2022-12-13 00:00:00,EDO/USD,0.15638,0.15739,0.14706,0.15474,1669.4975825147885,10789.04990639
1670803200000,2022-12-12 00:00:00,EDO/USD,0.16142,0.16142,0.15035,0.15497,1548.8639509615682,9994.60509106
1670716800000,2022-12-11 00:00:00,EDO/USD,0.16271,0.1689,0.15948,0.16033,1472.5305180059356,9184.37296829
1670630400000,2022-12-10 00:00:00,EDO/USD,0.16424,0.18427,0.15818,0.16003,15382.702965237213,96123.87030705
1670544000000,2022-12-09 00:00:00,EDO/USD,0.16062,0.16806,0.1578,0.16424,1335.1392799946784,8129.19678516
1670457600000,2022-12-08 00:00:00,EDO/USD,0.15654,0.16142,0.15304,0.15861,1150.161354891138,7251.5059258
1670371200000,2022-12-07 00:00:00,EDO/USD,0.16788,0.17188,0.15289,0.15655,3086.942498872045,19718.5723339
1670284800000,2022-12-06 00:00:00,EDO/USD,0.15787,0.17118,0.15542,0.16787,1694.565635231356,10094.5114388
1670198400000,2022-12-05 00:00:00,EDO/USD,0.16333,0.16616,0.15512,0.15787,1306.5041119754535,8275.82258805
1670112000000,2022-12-04 00:00:00,EDO/USD,0.15637,0.16344,0.15393,0.16138,1205.7596483101343,7471.55563459
1670025600000,2022-12-03 00:00:00,EDO/USD,0.16571,0.16585,0.15393,0.15393,1138.013699102381,7393.05982656
1669939200000,2022-12-02 00:00:00,EDO/USD,0.15797,0.16817,0.15551,0.16398,1275.7582723888008,7779.96263196
1669852800000,2022-12-01 00:00:00,EDO/USD,0.16745,0.17223,0.15571,0.15571,1334.9304065344966,8573.18352408
1669766400000,2022-11-30 00:00:00,EDO/USD,0.16683,0.17058,0.15393,0.16627,1778.2182122208385,10694.76280881
1669680000000,2022-11-29 00:00:00,EDO/USD,0.15056,0.17854,0.14727,0.16683,2691.9866515006865,16136.10652461
1669593600000,2022-11-28 00:00:00,EDO/USD,0.14601,0.15497,0.13546,0.15194,1788.4448983244004,11770.73119866
1669507200000,2022-11-27 00:00:00,EDO/USD,0.15304,0.15617,0.14189,0.14601,1624.9650230412458,11129.13514856
1669420800000,2022-11-26 00:00:00,EDO/USD,0.1416,0.158,0.13936,0.15235,16650.62106605071,109291.90066328
1669334400000,2022-11-25 00:00:00,EDO/USD,0.18224,0.18224,0.13485,0.13806,6152.597309299077,44564.66253295
1669248000000,2022-11-24 00:00:00,EDO/USD,0.18941,0.19172,0.17845,0.18225,1562.8607331553349,8575.36753446
1669161600000,2022-11-23 00:00:00,EDO/USD,0.17826,0.19031,0.1747,0.18941,5790.18400203764,30569.579230440002
1669075200000,2022-11-22 00:00:00,EDO/USD,0.16572,0.18637,0.16256,0.1778,4458.5145628105465,25076.00991457
1668988800000,2022-11-21 00:00:00,EDO/USD,0.16197,0.17571,0.15849,0.16571,2362.5822079038708,14257.33032348
1668902400000,2022-11-20 00:00:00,EDO/USD,0.15405,0.19362,0.15405,0.16196,12522.31776071158,77317.3484855
1668816000000,2022-11-19 00:00:00,EDO/USD,0.15856,0.15856,0.15065,0.15569,1225.9850876025087,7874.52686494
1668729600000,2022-11-18 00:00:00,EDO/USD,0.1641,0.16805,0.1565,0.15857,4620.3403308966335,29137.54386641
1668643200000,2022-11-17 00:00:00,EDO/USD,0.16305,0.16644,0.16047,0.16409,1422.9710329436875,8671.89367386
1668556800000,2022-11-16 00:00:00,EDO/USD,0.16946,0.17087,0.16097,0.16176,1473.7048396847183,9110.44040359
1668470400000,2022-11-15 00:00:00,EDO/USD,0.16613,0.17259,0.1643,0.16725,1577.2285413412126,9430.36497065
1668384000000,2022-11-14 00:00:00,EDO/USD,0.16595,0.17098,0.15709,0.16614,6958.483890538332,41883.25442722
1668297600000,2022-11-13 00:00:00,EDO/USD,0.1609,0.17521,0.15591,0.167,2479.2526229097602,14845.82408928
1668211200000,2022-11-12 00:00:00,EDO/USD,0.16261,0.1644,0.15353,0.15963,1416.471629343647,8873.46757717
1668124800000,2022-11-11 00:00:00,EDO/USD,0.17408,0.17803,0.15749,0.16262,1558.073322012109,9581.06826966
1668038400000,2022-11-10 00:00:00,EDO/USD,0.15014,0.18005,0.14979,0.17408,3462.5316491048966,19890.4621387
1667952000000,2022-11-09 00:00:00,EDO/USD,0.19403,0.19403,0.14852,0.15064,12323.590323127299,81808.22041375
1667865600000,2022-11-08 00:00:00,EDO/USD,0.2344,0.25034,0.16474,0.19404,17661.722800229047,91021.04102365
1667779200000,2022-11-07 00:00:00,EDO/USD,0.23455,0.23822,0.22991,0.23159,1842.52335756087,7955.97114539
1667692800000,2022-11-06 00:00:00,EDO/USD,0.24467,0.24792,0.23451,0.23454,2968.2037987895033,12655.42678771
1667606400000,2022-11-05 00:00:00,EDO/USD,0.24538,0.24932,0.24092,0.24467,1934.0366300449252,7904.67417356
1667520000000,2022-11-04 00:00:00,EDO/USD,0.23462,0.24852,0.23161,0.24201,2920.188689463936,12066.39679957
1667433600000,2022-11-03 00:00:00,EDO/USD,0.22994,0.23915,0.22978,0.23461,2370.8286673308667,10105.40329624
1667347200000,2022-11-02 00:00:00,EDO/USD,0.23715,0.23921,0.22789,0.22997,2617.9456934093696,11383.85743101
1667260800000,2022-11-01 00:00:00,EDO/USD,0.2347,0.24108,0.23402,0.23715,1733.2060536541665,7308.48009131
1667174400000,2022-10-31 00:00:00,EDO/USD,0.23783,0.24349,0.23406,0.23664,1860.1610504086846,7860.72113932
1667088000000,2022-10-30 00:00:00,EDO/USD,0.2407,0.24368,0.2334,0.23919,2360.5018172970863,9868.73120656
1667001600000,2022-10-29 00:00:00,EDO/USD,0.24554,0.24943,0.2372,0.2407,2651.7457252240342,11016.80816462
1666915200000,2022-10-28 00:00:00,EDO/USD,0.24817,0.25457,0.23686,0.24555,2322.8094826238143,9459.61915139
1666828800000,2022-10-27 00:00:00,EDO/USD,0.23798,0.25,0.23305,0.24818,2045.5772519498605,8242.31304678
1666742400000,2022-10-26 00:00:00,EDO/USD,0.24428,0.24782,0.23525,0.23806,3270.3805322314493,13737.63140482
1666656000000,2022-10-25 00:00:00,EDO/USD,0.23401,0.2453,0.2318,0.24092,6539.337447880621,27143.19046937
1666569600000,2022-10-24 00:00:00,EDO/USD,0.23791,0.24041,0.2296,0.23695,2222.9806654834447,9381.6445051
1666483200000,2022-10-23 00:00:00,EDO/USD,0.23095,0.2399,0.22692,0.23791,3192.6430566843756,13419.54124116
1666396800000,2022-10-22 00:00:00,EDO/USD,0.22349,0.25282,0.21637,0.23096,10203.973272474597,44180.69480635
1666310400000,2022-10-21 00:00:00,EDO/USD,0.21996,0.22839,0.21271,0.22111,2193.1075874843987,9918.62687117
1666224000000,2022-10-20 00:00:00,EDO/USD,0.22195,0.239,0.21503,0.21996,3605.183785683464,16390.17905839
1666137600000,2022-10-19 00:00:00,EDO/USD,0.22523,0.2282,0.213,0.22192,7577.010220749417,34142.98044678
1666051200000,2022-10-18 00:00:00,EDO/USD,0.22958,0.23151,0.21876,0.22524,7156.6169682686295,31773.29501096
1665964800000,2022-10-17 00:00:00,EDO/USD,0.23895,0.24168,0.22562,0.22961,7427.029945685068,32346.282590849998
1665878400000,2022-10-16 00:00:00,EDO/USD,0.22062,0.25,0.21678,0.24171,14933.284751320958,61781.824299039996
1665792000000,2022-10-15 00:00:00,EDO/USD,0.21381,0.22805,0.20814,0.22063,2405.9745848284724,10905.02010075
