https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume EOS
1683504000000,2023-05-08 00:00:00,EOS/USD,0.97015,0.9758,0.87322,0.90752,317648.2672363124,350017.92493423
1683417600000,2023-05-07 00:00:00,EOS/USD,0.98604,0.99327,0.96447,0.97222,277133.9543824524,285052.71891388
1683331200000,2023-05-06 00:00:00,EOS/USD,1.0161,1.0399,0.973,0.9879,454510.6985854457,460077.63800531
1683244800000,2023-05-05 00:00:00,EOS/USD,1.0052,1.0214,0.96892,1.0168,271824.5666741816,267333.36612331
1683158400000,2023-05-04 00:00:00,EOS/USD,1.0342,1.0346,0.99961,1.0055,130479.70552887359,129765.99256974
1683072000000,2023-05-03 00:00:00,EOS/USD,1.0225,1.0374,0.99913,1.0327,245906.38290599934,238119.86337368
1682985600000,2023-05-02 00:00:00,EOS/USD,1.0087,1.0316,1.0074,1.0229,126752.38411886561,123914.73664959
1682899200000,2023-05-01 00:00:00,EOS/USD,1.0232,1.0285,0.99351,1.0097,186645.34962939573,184852.28248925
1682812800000,2023-04-30 00:00:00,EOS/USD,1.043,1.0509,1.0119,1.0238,103481.77675249598,101076.16404815
1682726400000,2023-04-29 00:00:00,EOS/USD,1.042,1.0507,1.0288,1.043,86682.06978960564,83108.40823548
1682640000000,2023-04-28 00:00:00,EOS/USD,1.0318,1.0502,1.0137,1.041,208386.47541668947,200179.13104389
1682553600000,2023-04-27 00:00:00,EOS/USD,1.0278,1.05,1.01,1.0319,309371.3905105541,299807.53029417
1682467200000,2023-04-26 00:00:00,EOS/USD,1.0611,1.0878,0.9736,1.0272,398116.0402078633,387574.02668211
1682380800000,2023-04-25 00:00:00,EOS/USD,1.0501,1.0622,1.0229,1.0608,150393.00524365227,141773.19498836
1682294400000,2023-04-24 00:00:00,EOS/USD,1.0568,1.0741,1.018,1.0497,272150.2171459406,259264.75864146
1682208000000,2023-04-23 00:00:00,EOS/USD,1.0741,1.0741,1.0328,1.0551,139534.49888917815,132247.65319797
1682121600000,2023-04-22 00:00:00,EOS/USD,1.0455,1.0769,1.0398,1.0746,78204.37400408735,72775.3340816
1682035200000,2023-04-21 00:00:00,EOS/USD,1.0783,1.0918,1.0202,1.0446,425331.15419935633,407171.31361225
1681948800000,2023-04-20 00:00:00,EOS/USD,1.0998,1.1143,1.053,1.0772,372348.75739390135,345663.53267165
1681862400000,2023-04-19 00:00:00,EOS/USD,1.2168,1.2168,1.0833,1.1029,883174.5858833722,800774.85346212
1681776000000,2023-04-18 00:00:00,EOS/USD,1.2068,1.2303,1.1903,1.2188,328479.87412815983,269510.89114552
1681689600000,2023-04-17 00:00:00,EOS/USD,1.238,1.2397,1.1996,1.2052,175595.22102092844,145697.99288162
1681603200000,2023-04-16 00:00:00,EOS/USD,1.2409,1.252,1.2209,1.237,118969.35466631324,96175.71112879
1681516800000,2023-04-15 00:00:00,EOS/USD,1.2473,1.2503,1.23,1.2412,155036.2144396223,124908.32616792
1681430400000,2023-04-14 00:00:00,EOS/USD,1.2601,1.2949,1.2121,1.2487,615014.1913578609,492523.577607
1681344000000,2023-04-13 00:00:00,EOS/USD,1.2067,1.274,1.1999,1.2583,346804.3118465971,275613.37665628
1681257600000,2023-04-12 00:00:00,EOS/USD,1.2343,1.2371,1.1931,1.2073,236206.79983902167,195648.80298105
1681171200000,2023-04-11 00:00:00,EOS/USD,1.2332,1.2513,1.2276,1.2327,221486.8272841195,179676.18016072
1681084800000,2023-04-10 00:00:00,EOS/USD,1.2094,1.2451,1.1907,1.2348,365804.5372388059,296245.98091902
1680998400000,2023-04-09 00:00:00,EOS/USD,1.1882,1.2156,1.1716,1.2074,209204.8826370328,173268.91058227
1680912000000,2023-04-08 00:00:00,EOS/USD,1.214,1.2349,1.1862,1.1895,242718.127589378,204050.54862495
1680825600000,2023-04-07 00:00:00,EOS/USD,1.2178,1.221,1.1897,1.2127,189689.0939138143,156418.81249593
1680739200000,2023-04-06 00:00:00,EOS/USD,1.1895,1.2478,1.1715,1.2164,666829.6724862672,548199.33614458
1680652800000,2023-04-05 00:00:00,EOS/USD,1.1936,1.2161,1.1671,1.1895,363325.5401836086,305443.9177668
1680566400000,2023-04-04 00:00:00,EOS/USD,1.1732,1.2026,1.1654,1.1922,412963.66150701925,346387.90597804
1680480000000,2023-04-03 00:00:00,EOS/USD,1.2304,1.2421,1.1425,1.1747,683532.0635560394,581877.98038311
1680393600000,2023-04-02 00:00:00,EOS/USD,1.1922,1.2372,1.1866,1.2288,407307.1513215344,331467.40830203
1680307200000,2023-04-01 00:00:00,EOS/USD,1.195,1.2043,1.1727,1.1933,335702.825072636,281323.07472776
1680220800000,2023-03-31 00:00:00,EOS/USD,1.1905,1.2132,1.1593,1.194,267657.0350839316,224168.37109207
1680134400000,2023-03-30 00:00:00,EOS/USD,1.1505,1.2183,1.1381,1.1895,876948.8663905925,737241.58586851
1680048000000,2023-03-29 00:00:00,EOS/USD,1.1143,1.1527,1.1087,1.1488,193248.2744664296,168217.50911075
1679961600000,2023-03-28 00:00:00,EOS/USD,1.085,1.1204,1.0697,1.1129,323960.8189567657,291096.07238455
1679875200000,2023-03-27 00:00:00,EOS/USD,1.142,1.156,1.0646,1.0847,481658.16925926285,444047.3580338
1679788800000,2023-03-26 00:00:00,EOS/USD,1.1158,1.1535,1.108,1.1405,131273.7130469239,115101.89657775
1679702400000,2023-03-25 00:00:00,EOS/USD,1.166,1.18,1.0943,1.1164,441264.3739998755,395256.5155857
1679616000000,2023-03-24 00:00:00,EOS/USD,1.1638,1.2001,1.1202,1.1647,791922.556201929,679936.9418751
1679529600000,2023-03-23 00:00:00,EOS/USD,1.0956,1.1674,1.087,1.1622,436610.6576044676,375676.00895239
1679443200000,2023-03-22 00:00:00,EOS/USD,1.1857,1.1881,1.0662,1.094,430460.20769450086,393473.68162203
1679356800000,2023-03-21 00:00:00,EOS/USD,1.1559,1.195,1.1243,1.1863,425122.292514449,358359.85207321
1679270400000,2023-03-20 00:00:00,EOS/USD,1.1556,1.2303,1.1227,1.1548,1053568.719258654,912338.6900404
1679184000000,2023-03-19 00:00:00,EOS/USD,1.0986,1.1785,1.0985,1.1548,557443.216205471,482718.40682843
1679097600000,2023-03-18 00:00:00,EOS/USD,1.146,1.1632,1.091,1.0973,410643.0201283382,374230.40201252
1679011200000,2023-03-17 00:00:00,EOS/USD,1.0812,1.1482,1.0697,1.1479,736470.7910246216,641580.96613348
1678924800000,2023-03-16 00:00:00,EOS/USD,1.0406,1.0868,1.0308,1.0823,858850.5222601775,793542.01446935
1678838400000,2023-03-15 00:00:00,EOS/USD,1.111,1.1485,1.0195,1.042,1005721.4239464008,965183.70820192
1678752000000,2023-03-14 00:00:00,EOS/USD,1.0819,1.147,1.0516,1.1098,1293811.7693785068,1165806.24380835
1678665600000,2023-03-13 00:00:00,EOS/USD,1.0532,1.0964,1.0054,1.0822,947302.6874369545,875348.99966453
1678579200000,2023-03-12 00:00:00,EOS/USD,0.9971,1.0542,0.96,1.0529,531335.5559588515,504640.0949367
1678492800000,2023-03-11 00:00:00,EOS/USD,1.0451,1.0787,0.96334,0.99773,835271.914503485,837172.29561453
1678406400000,2023-03-10 00:00:00,EOS/USD,1.0556,1.0567,0.99746,1.0451,826583.6783289807,790913.48036454
1678320000000,2023-03-09 00:00:00,EOS/USD,1.1207,1.1815,1.0328,1.057,645473.2438008758,610665.32053063
1678233600000,2023-03-08 00:00:00,EOS/USD,1.1799,1.1842,1.105,1.1187,210867.62469676707,188493.45195027
1678147200000,2023-03-07 00:00:00,EOS/USD,1.2119,1.2196,1.1528,1.1814,464852.3072290197,393475.79755292
1678060800000,2023-03-06 00:00:00,EOS/USD,1.2241,1.2394,1.1972,1.2109,150247.28540913234,124079.02007526
1677974400000,2023-03-05 00:00:00,EOS/USD,1.223,1.2506,1.1975,1.224,405394.59053342306,331204.73082796
1677888000000,2023-03-04 00:00:00,EOS/USD,1.324,1.3318,1.1989,1.2245,1013855.9040402635,827975.4218377
1677801600000,2023-03-03 00:00:00,EOS/USD,1.2415,1.341,1.1255,1.3246,1533248.3860315,1157518.0326374
1677715200000,2023-03-02 00:00:00,EOS/USD,1.2093,1.2472,1.1692,1.2404,456755.5742871023,368232.48491382
1677628800000,2023-03-01 00:00:00,EOS/USD,1.1467,1.2121,1.1341,1.2077,590965.7077337139,489331.54569323
1677542400000,2023-02-28 00:00:00,EOS/USD,1.1257,1.2042,1.1232,1.1455,503063.45900272595,439164.95766279
1677456000000,2023-02-27 00:00:00,EOS/USD,1.1254,1.1518,1.1053,1.1246,570262.0749800943,507079.91728623
1677369600000,2023-02-26 00:00:00,EOS/USD,1.1068,1.13,1.1032,1.1243,276972.36056261405,246350.93886206
1677283200000,2023-02-25 00:00:00,EOS/USD,1.118,1.1231,1.0739,1.1085,645396.6378038444,582225.2032511
1677196800000,2023-02-24 00:00:00,EOS/USD,1.1802,1.1934,1.0973,1.1196,616490.6592366393,550634.74386981
1677110400000,2023-02-23 00:00:00,EOS/USD,1.2098,1.2262,1.1656,1.1811,341252.6754947879,288927.84310794
1677024000000,2023-02-22 00:00:00,EOS/USD,1.2233,1.2248,1.1709,1.2093,892009.3630106716,737624.54561372
1676937600000,2023-02-21 00:00:00,EOS/USD,1.2728,1.2977,1.195,1.2219,1091052.3292810684,892914.58325646
1676851200000,2023-02-20 00:00:00,EOS/USD,1.23,1.2773,1.1984,1.274,509518.2211700709,399935.80939566
1676764800000,2023-02-19 00:00:00,EOS/USD,1.2356,1.3115,1.2137,1.2298,847016.0753188737,688742.94626677
1676678400000,2023-02-18 00:00:00,EOS/USD,1.191,1.28,1.1891,1.2356,1043954.4249319601,844896.75051146
1676592000000,2023-02-17 00:00:00,EOS/USD,1.045,1.2253,1.0379,1.1922,1288694.7007775807,1080938.34992248
1676505600000,2023-02-16 00:00:00,EOS/USD,1.1,1.1262,1.0425,1.0451,598055.1509427541,572246.81938834
1676419200000,2023-02-15 00:00:00,EOS/USD,1.0494,1.1,1.0392,1.1,263036.453091819,239124.04826529
1676332800000,2023-02-14 00:00:00,EOS/USD,1.029,1.0509,1.0116,1.0476,362696.2928923066,346216.39260434
1676246400000,2023-02-13 00:00:00,EOS/USD,1.0429,1.0449,0.99999,1.0302,855890.3350884961,830800.16995583
1676160000000,2023-02-12 00:00:00,EOS/USD,1.0585,1.0675,1.025,1.0416,482985.7087048214,463695.95689787
1676073600000,2023-02-11 00:00:00,EOS/USD,1.0527,1.0589,1.0418,1.0573,74965.92198971868,70903.17032982
1675987200000,2023-02-10 00:00:00,EOS/USD,1.0435,1.0708,1.0294,1.0515,453569.4869647056,431354.71893933
1675900800000,2023-02-09 00:00:00,EOS/USD,1.085,1.1562,1.0253,1.0453,1071273.7838811683,1024848.16213639
1675814400000,2023-02-08 00:00:00,EOS/USD,1.1136,1.122,1.0694,1.0835,217868.0462001844,201078.03064161
1675728000000,2023-02-07 00:00:00,EOS/USD,1.0574,1.1176,1.0558,1.1118,449865.4296891963,404628.01734952
1675641600000,2023-02-06 00:00:00,EOS/USD,1.0823,1.0929,1.0516,1.0585,116804.63763280159,110349.20891148
1675555200000,2023-02-05 00:00:00,EOS/USD,1.1075,1.1254,1.0632,1.081,268631.1980934008,248502.49592359
1675468800000,2023-02-04 00:00:00,EOS/USD,1.0961,1.1329,1.0839,1.106,221186.95469597945,199988.20496924
1675382400000,2023-02-03 00:00:00,EOS/USD,1.0713,1.1049,1.0618,1.0951,323815.26319672493,295694.69746756
1675296000000,2023-02-02 00:00:00,EOS/USD,1.0776,1.1187,1.0611,1.0693,241608.10911520824,225949.78875452
1675209600000,2023-02-01 00:00:00,EOS/USD,1.0616,1.0851,1.0132,1.077,347417.3670681989,322578.79950622
1675123200000,2023-01-31 00:00:00,EOS/USD,1.0476,1.083,1.0389,1.0631,440794.8203213792,414631.56835799
1675036800000,2023-01-30 00:00:00,EOS/USD,1.1146,1.1423,1.0257,1.0491,437400.6892492138,416929.45310191
1674950400000,2023-01-29 00:00:00,EOS/USD,1.0919,1.1172,1.0855,1.1141,143227.0366101945,128558.51055578
1674864000000,2023-01-28 00:00:00,EOS/USD,1.1134,1.1224,1.0709,1.0926,238720.52633382982,218488.49197678
1674777600000,2023-01-27 00:00:00,EOS/USD,1.09,1.13,1.0761,1.1123,386712.83952526224,347669.54915514
1674691200000,2023-01-26 00:00:00,EOS/USD,1.0906,1.1078,1.0625,1.0887,189040.10895212524,173638.38426759
1674604800000,2023-01-25 00:00:00,EOS/USD,1.0362,1.1235,1.0102,1.0905,574294.1544000953,526633.79587354
1674518400000,2023-01-24 00:00:00,EOS/USD,1.0958,1.1127,1.0258,1.0374,569645.1305997298,549108.47368395
1674432000000,2023-01-23 00:00:00,EOS/USD,1.0845,1.1186,1.0614,1.095,347844.6912019554,317666.38465932
1674345600000,2023-01-22 00:00:00,EOS/USD,1.0304,1.1292,1.0235,1.0835,536503.1157989743,495157.46728101
1674259200000,2023-01-21 00:00:00,EOS/USD,1.047,1.0632,1.0202,1.0286,371770.9619275855,361433.95093096
1674172800000,2023-01-20 00:00:00,EOS/USD,0.97935,1.0498,0.96719,1.0463,150282.33526710264,143632.16598213
1674086400000,2023-01-19 00:00:00,EOS/USD,0.95799,0.98156,0.9561,0.98025,162698.30319798485,165976.33583064
1674000000000,2023-01-18 00:00:00,EOS/USD,1.0212,1.0438,0.9327,0.95888,440608.7991783147,459503.58666185
1673913600000,2023-01-17 00:00:00,EOS/USD,1.0361,1.0512,1.0186,1.0225,433217.4929272273,423684.58965988
1673827200000,2023-01-16 00:00:00,EOS/USD,1.0647,1.0809,1.0039,1.036,814796.9333605631,786483.52640981
1673740800000,2023-01-15 00:00:00,EOS/USD,1.0535,1.095,1.0278,1.0632,356808.8390470585,335598.98330235
1673654400000,2023-01-14 00:00:00,EOS/USD,1.0096,1.084,1.0071,1.0525,1022587.7096757706,971579.77166344
1673568000000,2023-01-13 00:00:00,EOS/USD,0.99029,1.0162,0.9666,1.0106,465942.48393563926,461055.29777918
1673481600000,2023-01-12 00:00:00,EOS/USD,0.97782,0.99959,0.93735,0.99034,832893.6080376608,841017.84037569
1673395200000,2023-01-11 00:00:00,EOS/USD,0.94731,0.9939,0.93108,0.97819,477685.7113965765,488336.3266815
1673308800000,2023-01-10 00:00:00,EOS/USD,0.93624,0.95501,0.9251,0.94731,541359.6167395483,571470.39167701
1673222400000,2023-01-09 00:00:00,EOS/USD,0.91286,0.94834,0.91011,0.93601,552690.6273894841,590475.13102369
1673136000000,2023-01-08 00:00:00,EOS/USD,0.88985,0.91288,0.88061,0.91129,111132.43223889121,121950.67677566
1673049600000,2023-01-07 00:00:00,EOS/USD,0.89492,0.90148,0.88294,0.88983,239456.69400637908,269103.86703795
1672963200000,2023-01-06 00:00:00,EOS/USD,0.893,0.89911,0.87086,0.89611,789637.1507196262,881183.28187346
1672876800000,2023-01-05 00:00:00,EOS/USD,0.90948,0.91158,0.88739,0.89165,135013.87512979814,151420.26033735
1672790400000,2023-01-04 00:00:00,EOS/USD,0.87956,0.91569,0.8777,0.9088,296426.9774775047,326174.05092155
1672704000000,2023-01-03 00:00:00,EOS/USD,0.88254,0.88889,0.87058,0.88058,287623.14821189793,326629.20826262
1672617600000,2023-01-02 00:00:00,EOS/USD,0.87919,0.89879,0.8682,0.88153,109855.73865483243,124619.39883479
1672531200000,2023-01-01 00:00:00,EOS/USD,0.86231,0.88402,0.85738,0.8797,48335.25668287809,54945.15935305
1672444800000,2022-12-31 00:00:00,EOS/USD,0.86254,0.8719,0.85773,0.8622,63753.66126499567,73943.00773022
1672358400000,2022-12-30 00:00:00,EOS/USD,0.86639,0.86876,0.8456,0.8638,128349.22805080123,148586.74236027
1672272000000,2022-12-29 00:00:00,EOS/USD,0.8726,0.8772,0.85154,0.8654,122086.91600071586,141075.70603272
1672185600000,2022-12-28 00:00:00,EOS/USD,0.8978,0.89859,0.8679,0.87117,104611.59587298986,120081.7244315
1672099200000,2022-12-27 00:00:00,EOS/USD,0.88989,0.90746,0.88135,0.8969,174204.9491388285,194230.06928178002
1672012800000,2022-12-26 00:00:00,EOS/USD,0.88008,0.89031,0.87091,0.88872,74646.13052096804,83992.85547863
1671926400000,2022-12-25 00:00:00,EOS/USD,0.88125,0.88366,0.85862,0.87871,73930.88746739726,84135.70742042
1671840000000,2022-12-24 00:00:00,EOS/USD,0.88668,0.89288,0.87675,0.88149,40955.37202113877,46461.52766468
1671753600000,2022-12-23 00:00:00,EOS/USD,0.8882,0.89458,0.88199,0.8868,33110.34934394333,37336.88469096
1671667200000,2022-12-22 00:00:00,EOS/USD,0.8902,0.8926,0.85932,0.88791,402548.81623327895,453366.68832796003
1671580800000,2022-12-21 00:00:00,EOS/USD,0.8905,0.8992,0.87291,0.8891,123081.0600357637,138433.31462801
1671494400000,2022-12-20 00:00:00,EOS/USD,0.84942,0.89548,0.8442,0.8911,162692.2171767845,182574.59003118
1671408000000,2022-12-19 00:00:00,EOS/USD,0.883,0.89647,0.8303,0.84889,320582.28400422586,377648.79313483
1671321600000,2022-12-18 00:00:00,EOS/USD,0.89181,0.89789,0.87794,0.88211,80876.03472073979,91684.74988464
1671235200000,2022-12-17 00:00:00,EOS/USD,0.87343,0.89313,0.85841,0.89194,168677.9555900183,189113.56771758
1671148800000,2022-12-16 00:00:00,EOS/USD,0.956,0.96368,0.85538,0.87421,981571.6314248226,1122809.88712646
1671062400000,2022-12-15 00:00:00,EOS/USD,0.9793,0.9812,0.9423,0.9558,840711.884180157,879589.75118242
1670976000000,2022-12-14 00:00:00,EOS/USD,1.0012,1.01,0.96693,0.9779,1144957.441239495,1170832.84716177
1670889600000,2022-12-13 00:00:00,EOS/USD,0.98302,1.018,0.94923,1.0001,168056.43836605028,168039.63440261
1670803200000,2022-12-12 00:00:00,EOS/USD,1.0047,1.0047,0.95966,0.98191,143861.52698098903,146511.92775406
1670716800000,2022-12-11 00:00:00,EOS/USD,1.0339,1.053,0.98681,1.0048,371352.4115371347,369578.4350489
1670630400000,2022-12-10 00:00:00,EOS/USD,1.0336,1.0553,1.0246,1.0335,178975.6698289012,173174.32978123
1670544000000,2022-12-09 00:00:00,EOS/USD,0.9976,1.0664,0.99522,1.0325,639073.1974513638,618957.09196258
1670457600000,2022-12-08 00:00:00,EOS/USD,0.9898,1.005,0.9714,0.99628,184491.9945954791,185180.86742229
1670371200000,2022-12-07 00:00:00,EOS/USD,0.95909,1.018,0.9181,0.99104,701119.0761881925,707457.8989629
1670284800000,2022-12-06 00:00:00,EOS/USD,0.9324,0.97499,0.9273,0.9585,272049.9400365783,283828.83676221
1670198400000,2022-12-05 00:00:00,EOS/USD,0.92978,0.9557,0.91935,0.93133,183805.5840053338,197358.16950526
1670112000000,2022-12-04 00:00:00,EOS/USD,0.92097,0.9325,0.92036,0.93086,74237.55146262045,79751.57538472
1670025600000,2022-12-03 00:00:00,EOS/USD,0.9431,0.9473,0.91576,0.92121,102682.18178707451,111464.46715415
1669939200000,2022-12-02 00:00:00,EOS/USD,0.9312,0.94744,0.92122,0.94219,199339.59354454704,211570.48317701
1669852800000,2022-12-01 00:00:00,EOS/USD,0.9515,0.9526,0.92407,0.9322,337619.8099251511,362175.29492078
1669766400000,2022-11-30 00:00:00,EOS/USD,0.919,0.95604,0.9176,0.95044,426194.9670743381,448418.59251961
1669680000000,2022-11-29 00:00:00,EOS/USD,0.90434,0.9231,0.89908,0.91789,148186.8434281357,161442.92173151
1669593600000,2022-11-28 00:00:00,EOS/USD,0.9305,0.936,0.8807,0.90473,534261.9407982292,590520.86346007
1669507200000,2022-11-27 00:00:00,EOS/USD,0.9337,1.0232,0.92371,0.9302,2933139.3043644284,3153235.1154208
1669420800000,2022-11-26 00:00:00,EOS/USD,0.93305,0.9472,0.91642,0.93329,161754.55879683804,173316.50269138
1669334400000,2022-11-25 00:00:00,EOS/USD,0.91055,0.98709,0.89102,0.9339,709496.6952413892,759713.77582331
1669248000000,2022-11-24 00:00:00,EOS/USD,0.9113,0.91979,0.89413,0.9114,538516.7558522588,590867.62766322
1669161600000,2022-11-23 00:00:00,EOS/USD,0.87981,0.92048,0.87059,0.91051,272025.3555911683,298761.52441068
1669075200000,2022-11-22 00:00:00,EOS/USD,0.84748,0.8797,0.8321,0.8787,316604.1333630239,360309.6999693
1668988800000,2022-11-21 00:00:00,EOS/USD,0.8703,0.88,0.82641,0.849,338217.50820464845,398371.62332703
1668902400000,2022-11-20 00:00:00,EOS/USD,0.90217,0.9142,0.85932,0.87147,211050.8765077747,242178.01703762
1668816000000,2022-11-19 00:00:00,EOS/USD,0.89855,0.9077,0.87243,0.9029,245409.04971797767,271800.91894781
1668729600000,2022-11-18 00:00:00,EOS/USD,0.89923,0.91789,0.88419,0.8977,522116.10009187314,581615.3504421
1668643200000,2022-11-17 00:00:00,EOS/USD,0.89714,0.90675,0.8818,0.90027,278252.0768029095,309076.25135005
1668556800000,2022-11-16 00:00:00,EOS/USD,0.9241,0.9432,0.8922,0.89811,669498.6916370718,745452.88621335
1668470400000,2022-11-15 00:00:00,EOS/USD,0.91484,0.94909,0.90661,0.9256,451632.5478692737,487934.9047853
1668384000000,2022-11-14 00:00:00,EOS/USD,0.8828,0.92336,0.82511,0.91479,791537.5996588315,865267.00079672
1668297600000,2022-11-13 00:00:00,EOS/USD,0.8943,0.91559,0.86489,0.8848,944232.5811991536,1067170.63878747
1668211200000,2022-11-12 00:00:00,EOS/USD,0.93481,0.93708,0.88116,0.89291,926708.8087535951,1037852.42494047
1668124800000,2022-11-11 00:00:00,EOS/USD,0.93691,0.949,0.87273,0.93549,785893.2638787938,840087.2952985
1668038400000,2022-11-10 00:00:00,EOS/USD,0.82107,0.96021,0.80559,0.93691,631214.6177668313,673719.58647771
1667952000000,2022-11-09 00:00:00,EOS/USD,0.963,0.9691,0.7875,0.8227,1085262.3432587301,1319147.12928009
1667865600000,2022-11-08 00:00:00,EOS/USD,1.1369,1.1538,0.83543,0.9637,4232001.69728297,4391409.87577355
1667779200000,2022-11-07 00:00:00,EOS/USD,1.1127,1.143,1.1038,1.1352,927567.3256360989,817095.95281545
1667692800000,2022-11-06 00:00:00,EOS/USD,1.1673,1.1746,1.1076,1.1135,348548.2204109949,313020.40450022
1667606400000,2022-11-05 00:00:00,EOS/USD,1.1973,1.2189,1.1415,1.1693,689093.9244965531,589321.7518999
1667520000000,2022-11-04 00:00:00,EOS/USD,1.1497,1.2011,1.1391,1.1968,526596.6400585264,440003.87705425
1667433600000,2022-11-03 00:00:00,EOS/USD,1.1176,1.1667,1.1159,1.1487,216475.4166940704,188452.52606779
1667347200000,2022-11-02 00:00:00,EOS/USD,1.1416,1.1822,1.1004,1.1188,516544.83001797023,461695.41474613
1667260800000,2022-11-01 00:00:00,EOS/USD,1.1508,1.1814,1.1399,1.1427,611334.7426845469,534991.46117489
1667174400000,2022-10-31 00:00:00,EOS/USD,1.1125,1.1582,1.0989,1.1502,352328.21798722085,306319.09058183
1667088000000,2022-10-30 00:00:00,EOS/USD,1.1376,1.1559,1.0813,1.1113,277452.2741488197,249664.6037513
1667001600000,2022-10-29 00:00:00,EOS/USD,1.1377,1.1657,1.1218,1.1378,294783.35869300476,259081.87615838
1666915200000,2022-10-28 00:00:00,EOS/USD,1.1257,1.1661,1.1236,1.1377,787237.721063633,691955.45492101
1666828800000,2022-10-27 00:00:00,EOS/USD,1.1285,1.1541,1.1133,1.1253,250973.29079668623,223027.89549159
1666742400000,2022-10-26 00:00:00,EOS/USD,1.1009,1.1371,1.1001,1.129,317081.28072404367,280851.44439685
1666656000000,2022-10-25 00:00:00,EOS/USD,1.0685,1.1315,1.0527,1.0994,367804.0529419729,334549.80256683
1666569600000,2022-10-24 00:00:00,EOS/USD,1.0948,1.0978,1.0585,1.0675,228610.95253401753,214155.45904826
1666483200000,2022-10-23 00:00:00,EOS/USD,1.0671,1.0997,1.0634,1.0953,363024.6287990942,331438.5362906
1666396800000,2022-10-22 00:00:00,EOS/USD,1.0705,1.0805,1.0473,1.0662,317892.0838165186,298154.27107158
1666310400000,2022-10-21 00:00:00,EOS/USD,1.0432,1.0788,1.0074,1.0695,583787.4957288494,545850.86089654
1666224000000,2022-10-20 00:00:00,EOS/USD,1.0045,1.0928,0.9991,1.0442,731534.2508980656,700569.09681868
1666137600000,2022-10-19 00:00:00,EOS/USD,1.0506,1.056,0.9903,1.004,570101.7261606198,567830.40454245
1666051200000,2022-10-18 00:00:00,EOS/USD,1.0654,1.0797,1.0207,1.0492,144446.42072886144,137672.91339007
1665964800000,2022-10-17 00:00:00,EOS/USD,1.0512,1.0697,1.0385,1.0654,148341.9226887082,139235.89514615
1665878400000,2022-10-16 00:00:00,EOS/USD,1.051,1.0768,1.038,1.0512,203843.16791492916,193914.73355682
1665792000000,2022-10-15 00:00:00,EOS/USD,1.0095,1.0737,1.0036,1.0509,297210.8890968885,282815.576265
1665705600000,2022-10-14 00:00:00,EOS/USD,1.0155,1.0477,0.99265,1.0084,165384.66055940592,164007.00174475
1665619200000,2022-10-13 00:00:00,EOS/USD,1.0384,1.0419,0.9403,1.0158,809689.7484085703,797095.63733862
1665532800000,2022-10-12 00:00:00,EOS/USD,1.0435,1.0543,1.0261,1.0385,307035.04165141546,295652.42335235
1665446400000,2022-10-11 00:00:00,EOS/USD,1.0336,1.0621,1.0068,1.0427,297698.7999971858,285507.62443386
1665360000000,2022-10-10 00:00:00,EOS/USD,1.119,1.1332,1.008,1.0349,1253317.7038867932,1211051.98945482
1665273600000,2022-10-09 00:00:00,EOS/USD,1.1113,1.1339,1.1091,1.1205,163929.2753819107,146300.11189818
1665187200000,2022-10-08 00:00:00,EOS/USD,1.118,1.1322,1.0927,1.1122,177582.1741086262,159667.48256485
1665100800000,2022-10-07 00:00:00,EOS/USD,1.155,1.1663,1.1027,1.1198,634581.3899106239,566691.72165621
1665014400000,2022-10-06 00:00:00,EOS/USD,1.1762,1.1918,1.152,1.155,288146.03108402266,249477.08318963
1664928000000,2022-10-05 00:00:00,EOS/USD,1.2003,1.2024,1.1558469,1.1758,629007.5510863026,534961.3463908
1664841600000,2022-10-04 00:00:00,EOS/USD,1.1892,1.2087,1.174,1.1993,676406.3416055627,564000.95189324
1664755200000,2022-10-03 00:00:00,EOS/USD,1.15823953,1.1936,1.1496,1.1873,1547794.8835841403,1303625.77578046
1664668800000,2022-10-02 00:00:00,EOS/USD,1.2222,1.2251,1.1498,1.1597,250748.9959025488,216218.84616931
1664582400000,2022-10-01 00:00:00,EOS/USD,1.1841,1.2347,1.181,1.2237,256329.5647157712,209470.9199279
1664496000000,2022-09-30 00:00:00,EOS/USD,1.2047,1.2276,1.1684,1.1823,737424.5307082188,623720.31693159
1664409600000,2022-09-29 00:00:00,EOS/USD,1.1479,1.2297,1.1444,1.2047,1005485.5123292151,834635.60415806
1664323200000,2022-09-28 00:00:00,EOS/USD,1.1548,1.1668,1.1032,1.1479,792569.59667675,690451.778619
1664236800000,2022-09-27 00:00:00,EOS/USD,1.1835,1.2284,1.14,1.15592739,570950.8748227732,493933.16549301
1664150400000,2022-09-26 00:00:00,EOS/USD,1.1628,1.19301518,1.1356,1.184,685222.1057956247,578734.88665171
1664064000000,2022-09-25 00:00:00,EOS/USD,1.1985,1.2215,1.1436,1.16536821,406149.6440585576,348516.15186805
1663977600000,2022-09-24 00:00:00,EOS/USD,1.23,1.24773505,1.1896,1.1985,673608.2365988939,562042.750604
1663891200000,2022-09-23 00:00:00,EOS/USD,1.2382,1.26,1.168,1.2289,661855.0824222312,538575.21557672
1663804800000,2022-09-22 00:00:00,EOS/USD,1.1809,1.2514,1.1659,1.23779495,1545907.8930082137,1248920.82732137
