https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume BAT
1678406400000,2023-03-10 00:00:00,BAT/USD,0.2194,0.22037,0.2049,0.21327,14055.058797141759,65902.6529617
1678320000000,2023-03-09 00:00:00,BAT/USD,0.23688,0.24346,0.21643,0.21907,12910.32105255552,58932.40084245
1678233600000,2023-03-08 00:00:00,BAT/USD,0.25102,0.25239,0.23314,0.23654,11007.18614589286,46534.14283374
1678147200000,2023-03-07 00:00:00,BAT/USD,0.25962,0.26351,0.24379,0.25052,12840.41238340725,51255.0390524
1678060800000,2023-03-06 00:00:00,BAT/USD,0.25618,0.26243,0.24909,0.25985,9495.203297792363,36541.09408425
1677974400000,2023-03-05 00:00:00,BAT/USD,0.25955,0.265,0.25458,0.25664,7744.5019830787,30176.51957247
1677888000000,2023-03-04 00:00:00,BAT/USD,0.26936,0.27297,0.25343,0.25953,6878.568873292702,26503.94510574
1677801600000,2023-03-03 00:00:00,BAT/USD,0.29261,0.29342,0.2552,0.26878,18717.39519553668,69638.34807477
1677715200000,2023-03-02 00:00:00,BAT/USD,0.29997,0.30905,0.28079,0.2927,19882.76755641867,67928.82663621
1677628800000,2023-03-01 00:00:00,BAT/USD,0.28833,0.30101,0.28437,0.29976,11155.575396431374,37215.02334011
1677542400000,2023-02-28 00:00:00,BAT/USD,0.30499,0.30499,0.28835,0.28908,6184.733225058789,21394.53862273
1677456000000,2023-02-27 00:00:00,BAT/USD,0.31193,0.31547,0.3017,0.30478,5994.151668385982,19667.14242531
1677369600000,2023-02-26 00:00:00,BAT/USD,0.29232,0.31412,0.29056,0.31193,6296.1096359194,20184.36712057
1677283200000,2023-02-25 00:00:00,BAT/USD,0.30067,0.30113,0.281,0.29187,3649.1621728967402,12502.69699831
1677196800000,2023-02-24 00:00:00,BAT/USD,0.31734,0.32232,0.28877,0.2999,8007.7308650687555,26701.33666245
1677110400000,2023-02-23 00:00:00,BAT/USD,0.32652,0.33044,0.31522,0.31783,36024.7552755983,113345.98771544
1677024000000,2023-02-22 00:00:00,BAT/USD,0.309,0.33445,0.30817,0.3269,48085.61935568416,147095.80714495
1676937600000,2023-02-21 00:00:00,BAT/USD,0.31942,0.33923,0.30098,0.30901,17099.93867041991,55337.81647979
1676851200000,2023-02-20 00:00:00,BAT/USD,0.30941,0.32303,0.30308,0.31906,25732.900814883502,80652.230975
1676764800000,2023-02-19 00:00:00,BAT/USD,0.30722,0.31334,0.3,0.30868,12664.947991224084,41029.37667236
1676678400000,2023-02-18 00:00:00,BAT/USD,0.30686,0.31,0.3019,0.30861,25388.307605012815,82266.63946409
1676592000000,2023-02-17 00:00:00,BAT/USD,0.29527,0.30901,0.28987,0.30618,38582.59668510758,126012.79209977
1676505600000,2023-02-16 00:00:00,BAT/USD,0.31374,0.31759,0.29364,0.29532,56694.355667744574,191976.01133599
1676419200000,2023-02-15 00:00:00,BAT/USD,0.29964,0.31487,0.2935,0.31451,37259.840384088304,118469.49344723
1676332800000,2023-02-14 00:00:00,BAT/USD,0.28533,0.30447,0.27752,0.29973,97572.65103945861,325535.15176812
1676246400000,2023-02-13 00:00:00,BAT/USD,0.28139,0.29135,0.268,0.28533,77247.03781962126,270728.76255431
1676160000000,2023-02-12 00:00:00,BAT/USD,0.27117,0.2991,0.26613,0.28222,52999.63181258988,187795.44969382
1676073600000,2023-02-11 00:00:00,BAT/USD,0.27206,0.2729,0.26601,0.27146,7116.174295044183,26214.44888766
1675987200000,2023-02-10 00:00:00,BAT/USD,0.26453,0.27669,0.26195,0.27118,17803.926151380965,65653.53695472
1675900800000,2023-02-09 00:00:00,BAT/USD,0.29868,0.30707,0.25809,0.26452,39727.18573423308,150185.94334732
1675814400000,2023-02-08 00:00:00,BAT/USD,0.29999,0.32,0.29129,0.29821,58065.049673526155,194711.94686136
1675728000000,2023-02-07 00:00:00,BAT/USD,0.27735,0.30135,0.27351,0.29987,47349.976018184956,157901.67745418
1675641600000,2023-02-06 00:00:00,BAT/USD,0.28584,0.29058,0.27473,0.27731,27252.026209959917,98272.78572702
1675555200000,2023-02-05 00:00:00,BAT/USD,0.27784,0.31042,0.27102,0.28698,92949.40107596286,323888.07957336
1675468800000,2023-02-04 00:00:00,BAT/USD,0.27625,0.28532,0.27385,0.2771,45852.31160883342,165472.07365151
1675382400000,2023-02-03 00:00:00,BAT/USD,0.26726,0.29787,0.26409,0.27501,34874.17837317965,126810.58279037
1675296000000,2023-02-02 00:00:00,BAT/USD,0.27256,0.27696,0.26496,0.26559,30316.834393569803,114149.00558594
1675209600000,2023-02-01 00:00:00,BAT/USD,0.25252,0.27258,0.24822,0.27115,42928.02260474752,158318.35738428
1675123200000,2023-01-31 00:00:00,BAT/USD,0.24651,0.26819,0.24321,0.25256,38683.21699598714,153164.46387388
1675036800000,2023-01-30 00:00:00,BAT/USD,0.2736,0.2736,0.24157,0.24595,27039.16149989113,109937.63569787
1674950400000,2023-01-29 00:00:00,BAT/USD,0.26006,0.29582,0.25755,0.27292,91510.13353121941,335300.21079884
1674864000000,2023-01-28 00:00:00,BAT/USD,0.26541,0.2709,0.25613,0.25971,29493.385348964708,113562.76365548
1674777600000,2023-01-27 00:00:00,BAT/USD,0.26116,0.26518,0.25155,0.26481,10114.685501276046,38196.01035186
1674691200000,2023-01-26 00:00:00,BAT/USD,0.25325,0.2737,0.25325,0.26056,36544.30394633591,140252.93194019
1674604800000,2023-01-25 00:00:00,BAT/USD,0.24171,0.25626,0.23517,0.25325,24214.85019506636,95616.38773965
1674518400000,2023-01-24 00:00:00,BAT/USD,0.25535,0.26943,0.24095,0.24204,11589.324575322118,47881.85661594
1674432000000,2023-01-23 00:00:00,BAT/USD,0.24462,0.26518,0.24426,0.25559,21985.59423984838,86018.99229175
1674345600000,2023-01-22 00:00:00,BAT/USD,0.24485,0.25313,0.23902,0.24409,19461.558683608266,79731.07740427
1674259200000,2023-01-21 00:00:00,BAT/USD,0.25458,0.25644,0.24389,0.24587,10610.161252583177,43153.54151618
1674172800000,2023-01-20 00:00:00,BAT/USD,0.24023,0.25401,0.23328,0.25306,12863.750218951696,50832.80731428
1674086400000,2023-01-19 00:00:00,BAT/USD,0.22245,0.2524,0.22036,0.24137,42911.901841887,177784.73647051
1674000000000,2023-01-18 00:00:00,BAT/USD,0.23017,0.24625,0.21733,0.22342,55126.96585354583,246741.4101403
1673913600000,2023-01-17 00:00:00,BAT/USD,0.23097,0.23453,0.22676,0.22918,3941.8414146547266,17199.76182326
1673827200000,2023-01-16 00:00:00,BAT/USD,0.23306,0.24024,0.2212,0.23135,21865.152393440007,94511.14066756
1673740800000,2023-01-15 00:00:00,BAT/USD,0.22704,0.23616,0.22102,0.23277,18035.279536889302,77481.1167113
1673654400000,2023-01-14 00:00:00,BAT/USD,0.21414,0.24,0.19707,0.2269,54933.773649511175,242105.65733588
1673568000000,2023-01-13 00:00:00,BAT/USD,0.20509,0.21513,0.20198,0.21414,19592.811654432648,91495.33788378
1673481600000,2023-01-12 00:00:00,BAT/USD,0.20107,0.20937,0.19599,0.20467,12238.342444140657,59795.48758558
1673395200000,2023-01-11 00:00:00,BAT/USD,0.19708,0.20221,0.19,0.20133,16912.01334585716,84001.45703997
1673308800000,2023-01-10 00:00:00,BAT/USD,0.19732,0.20007,0.19193,0.19711,13477.887398600054,68377.49174877
1673222400000,2023-01-09 00:00:00,BAT/USD,0.18751,0.20102,0.18675,0.19659,20211.711124933096,102811.49155569
1673136000000,2023-01-08 00:00:00,BAT/USD,0.18191,0.18812,0.17826,0.18746,10152.824060498027,54159.9491118
1673049600000,2023-01-07 00:00:00,BAT/USD,0.17754,0.18319,0.17709,0.18084,1109.2910351316025,6134.10216286
1672963200000,2023-01-06 00:00:00,BAT/USD,0.17558,0.17881,0.17051,0.1776,6112.413649752288,34416.74352338
1672876800000,2023-01-05 00:00:00,BAT/USD,0.18064,0.18294,0.17452,0.17584,6989.304422062682,39748.09157224
1672790400000,2023-01-04 00:00:00,BAT/USD,0.17336,0.18367,0.17301,0.18068,7169.0737566874095,39678.29176825
1672704000000,2023-01-03 00:00:00,BAT/USD,0.17329,0.17696,0.17002,0.17371,6063.051322552401,34903.29470124
1672617600000,2023-01-02 00:00:00,BAT/USD,0.16803,0.1753,0.16501,0.17333,1861.8505563991737,10741.65208792
1672531200000,2023-01-01 00:00:00,BAT/USD,0.16604,0.16959,0.16446,0.16847,2173.8821164696046,12903.67493601
1672444800000,2022-12-31 00:00:00,BAT/USD,0.16589,0.16831,0.16,0.16624,20941.693570852236,125972.65141273
1672358400000,2022-12-30 00:00:00,BAT/USD,0.16563,0.1667,0.16055,0.16537,2105.4111743618414,12731.51825822
1672272000000,2022-12-29 00:00:00,BAT/USD,0.16803,0.16984,0.15726,0.16594,15000.264987337132,90395.71524248
1672185600000,2022-12-28 00:00:00,BAT/USD,0.17911,0.17962,0.16633,0.16853,1416.4136303147982,8404.5192566
1672099200000,2022-12-27 00:00:00,BAT/USD,0.1878,0.1878,0.1771,0.17882,5982.7720573949,33456.951445
1672012800000,2022-12-26 00:00:00,BAT/USD,0.18625,0.18797,0.18389,0.18695,3157.1017689651007,16887.41251118
1671926400000,2022-12-25 00:00:00,BAT/USD,0.18932,0.19052,0.18406,0.18591,4684.031441649431,25195.15594454
1671840000000,2022-12-24 00:00:00,BAT/USD,0.18947,0.19203,0.1881,0.18929,5103.406251888193,26960.78108663
1671753600000,2022-12-23 00:00:00,BAT/USD,0.18967,0.19174,0.18865,0.18922,13418.66521825211,70915.68131409
1671667200000,2022-12-22 00:00:00,BAT/USD,0.18821,0.1901,0.18325,0.19009,10263.447829700735,53992.57104372
1671580800000,2022-12-21 00:00:00,BAT/USD,0.1892,0.18962,0.18443,0.18814,997.8175784043782,5303.59082813
1671494400000,2022-12-20 00:00:00,BAT/USD,0.18013,0.18951,0.17887,0.18928,914.7884386884881,4832.99048335
1671408000000,2022-12-19 00:00:00,BAT/USD,0.18949,0.19307,0.17673,0.17981,2660.4441076624084,14795.86289785
1671321600000,2022-12-18 00:00:00,BAT/USD,0.1918,0.19256,0.18803,0.18847,1294.1195439362434,6866.44847422
1671235200000,2022-12-17 00:00:00,BAT/USD,0.19135,0.19356,0.18621,0.19169,4124.058597254335,21514.20834292
1671148800000,2022-12-16 00:00:00,BAT/USD,0.21566,0.21797,0.19,0.19173,17430.475214218513,90911.56946862
1671062400000,2022-12-15 00:00:00,BAT/USD,0.22456,0.22476,0.21473,0.21628,9607.8598332296,44423.24687086
1670976000000,2022-12-14 00:00:00,BAT/USD,0.22696,0.22903,0.22096,0.22393,7631.342979445302,34079.14517682
1670889600000,2022-12-13 00:00:00,BAT/USD,0.22308,0.22807,0.21,0.22662,27560.391695984457,121615.00174735
1670803200000,2022-12-12 00:00:00,BAT/USD,0.22478,0.22478,0.2168,0.22238,8274.877548201908,37210.52949097
1670716800000,2022-12-11 00:00:00,BAT/USD,0.22677,0.23018,0.22341,0.22406,2839.4420238626926,12672.68599421
1670630400000,2022-12-10 00:00:00,BAT/USD,0.22441,0.22918,0.22391,0.2274,3701.7345004355698,16278.51583305
1670544000000,2022-12-09 00:00:00,BAT/USD,0.22703,0.22765,0.22231,0.22442,5105.106431186884,22748.00120839
1670457600000,2022-12-08 00:00:00,BAT/USD,0.22231,0.22839,0.21931,0.22685,7609.3952330416405,33543.73036386
1670371200000,2022-12-07 00:00:00,BAT/USD,0.23344,0.23402,0.21952,0.22279,17670.02875013632,79312.48597395
1670284800000,2022-12-06 00:00:00,BAT/USD,0.23147,0.23387,0.23027,0.23286,8661.983231031263,37198.24457198
1670198400000,2022-12-05 00:00:00,BAT/USD,0.23321,0.24,0.22865,0.23085,15882.871116192771,68801.69424385
1670112000000,2022-12-04 00:00:00,BAT/USD,0.22839,0.2341,0.22839,0.23331,7445.485693362693,31912.41564169
1670025600000,2022-12-03 00:00:00,BAT/USD,0.23709,0.24102,0.22817,0.22901,9485.422508647247,41419.25028884
1669939200000,2022-12-02 00:00:00,BAT/USD,0.23136,0.23774,0.2282,0.23673,11530.213641382858,48706.17852145
1669852800000,2022-12-01 00:00:00,BAT/USD,0.23767,0.23806,0.22868,0.23177,9380.751942128853,40474.40109647
1669766400000,2022-11-30 00:00:00,BAT/USD,0.22537,0.23908,0.22537,0.23879,12001.29260162638,50258.77382481
1669680000000,2022-11-29 00:00:00,BAT/USD,0.22375,0.22909,0.22081,0.22535,20786.872732031006,92242.61252288
1669593600000,2022-11-28 00:00:00,BAT/USD,0.22765,0.22992,0.21835,0.22377,23981.842648684426,107171.84005311
1669507200000,2022-11-27 00:00:00,BAT/USD,0.22779,0.2333,0.22641,0.22805,3386.8967064002513,14851.55319623
1669420800000,2022-11-26 00:00:00,BAT/USD,0.22805,0.23438,0.22613,0.22683,4515.10249345138,19905.22635212
1669334400000,2022-11-25 00:00:00,BAT/USD,0.22968,0.23083,0.22309,0.22766,4025.112304219593,17680.36679355
1669248000000,2022-11-24 00:00:00,BAT/USD,0.23154,0.23475,0.2238,0.23021,14610.676459475528,63466.73237251
1669161600000,2022-11-23 00:00:00,BAT/USD,0.22444,0.23239,0.22277,0.23239,14751.009013168548,63475.23134889
1669075200000,2022-11-22 00:00:00,BAT/USD,0.21903,0.22452,0.21195,0.22389,24417.54715970474,109060.46344055
1668988800000,2022-11-21 00:00:00,BAT/USD,0.21816,0.22458,0.21234,0.219,25984.34321871756,118649.96903524
1668902400000,2022-11-20 00:00:00,BAT/USD,0.22993,0.23751,0.21684,0.21872,15812.370642570371,72295.03768549
1668816000000,2022-11-19 00:00:00,BAT/USD,0.22423,0.23225,0.22001,0.22937,2093.4942781611894,9127.149488430001
1668729600000,2022-11-18 00:00:00,BAT/USD,0.22189,0.22718,0.22045,0.22399,1602.5084171323863,7154.37482536
1668643200000,2022-11-17 00:00:00,BAT/USD,0.22566,0.22936,0.21766,0.22244,2342.036053649965,10528.84397433
1668556800000,2022-11-16 00:00:00,BAT/USD,0.22999,0.23473,0.22111,0.2247,26898.335564459354,119707.76842216
1668470400000,2022-11-15 00:00:00,BAT/USD,0.22576,0.23888,0.22368,0.22999,8378.21038072963,36428.58550689
1668384000000,2022-11-14 00:00:00,BAT/USD,0.22288,0.22786,0.20975,0.22564,17256.917580643352,76479.8687318
1668297600000,2022-11-13 00:00:00,BAT/USD,0.23658,0.24133,0.21986,0.22306,9984.923319518084,44763.3969314
1668211200000,2022-11-12 00:00:00,BAT/USD,0.25556,0.25556,0.23438,0.23649,22950.748669505305,97047.43824054
1668124800000,2022-11-11 00:00:00,BAT/USD,0.26805,0.27309,0.24625,0.2547,9335.430121484655,36652.65065365
1668038400000,2022-11-10 00:00:00,BAT/USD,0.22955,0.27293,0.22824,0.26856,50320.764936074316,187372.52359277
1667952000000,2022-11-09 00:00:00,BAT/USD,0.27808,0.28398,0.22508,0.23245,38346.86622392759,164968.23499216
1667865600000,2022-11-08 00:00:00,BAT/USD,0.32202,0.32804,0.25,0.27798,17056.019609678704,61357.00269688
1667779200000,2022-11-07 00:00:00,BAT/USD,0.31582,0.33755,0.31523,0.32308,9588.069476587121,29677.07526491
1667692800000,2022-11-06 00:00:00,BAT/USD,0.33359,0.33444,0.31523,0.31523,3633.277877034787,11525.79981929
1667606400000,2022-11-05 00:00:00,BAT/USD,0.34013,0.34612,0.32846,0.33315,20547.566669075943,61676.62214941
1667520000000,2022-11-04 00:00:00,BAT/USD,0.3249,0.37349,0.32038,0.33931,120242.94052367595,354374.87997311
1667433600000,2022-11-03 00:00:00,BAT/USD,0.30753,0.3516,0.30628,0.32368,24642.35030764411,76131.82868155
1667347200000,2022-11-02 00:00:00,BAT/USD,0.29583,0.34209,0.29207,0.30752,50285.558444474846,163519.63594067
1667260800000,2022-11-01 00:00:00,BAT/USD,0.29686,0.30252,0.29439,0.29589,2196.5975705432284,7423.69654447
1667174400000,2022-10-31 00:00:00,BAT/USD,0.29838,0.30246,0.29184,0.2965,5964.704874794399,20117.0484816
1667088000000,2022-10-30 00:00:00,BAT/USD,0.30578,0.31034,0.29271,0.29752,4413.048870982442,14832.78055587
1667001600000,2022-10-29 00:00:00,BAT/USD,0.29174,0.31322,0.29147,0.30525,17561.97589843389,57533.09057636
1666915200000,2022-10-28 00:00:00,BAT/USD,0.28474,0.29428,0.28148,0.29106,2722.9375191250388,9355.24468881
1666828800000,2022-10-27 00:00:00,BAT/USD,0.29123,0.30236,0.28319,0.28486,9686.668342505232,34005.0141912
1666742400000,2022-10-26 00:00:00,BAT/USD,0.28576,0.29483,0.28576,0.29113,9719.62286590277,33385.85122077
1666656000000,2022-10-25 00:00:00,BAT/USD,0.27762,0.2913,0.27577,0.28721,20142.885791308574,70132.95425406
1666569600000,2022-10-24 00:00:00,BAT/USD,0.28303,0.28414,0.27127,0.2782,10312.467364771963,37068.53833491
1666483200000,2022-10-23 00:00:00,BAT/USD,0.2772,0.28426,0.27319,0.28364,3544.500807967174,12496.47725274
1666396800000,2022-10-22 00:00:00,BAT/USD,0.2776,0.28163,0.27312,0.2766,4266.407682419568,15424.46739848
1666310400000,2022-10-21 00:00:00,BAT/USD,0.27325,0.27839,0.26422,0.27744,4168.8584556582055,15026.16225367
1666224000000,2022-10-20 00:00:00,BAT/USD,0.27426,0.28285,0.27118,0.27354,6012.635521716678,21980.8273807
1666137600000,2022-10-19 00:00:00,BAT/USD,0.28583,0.28622,0.27307,0.27445,10620.978114248695,38699.13687101
1666051200000,2022-10-18 00:00:00,BAT/USD,0.29159,0.2947,0.27911,0.2853,6618.367670864426,23197.92383759
1665964800000,2022-10-17 00:00:00,BAT/USD,0.28672,0.2932,0.28434,0.29136,3623.701124061307,12437.19496177
1665878400000,2022-10-16 00:00:00,BAT/USD,0.28254,0.29101,0.28254,0.28744,1757.6021580447502,6114.67491666
1665792000000,2022-10-15 00:00:00,BAT/USD,0.29065,0.29171,0.2817,0.28252,3172.0155765776913,11227.57884956
1665705600000,2022-10-14 00:00:00,BAT/USD,0.29953,0.30652,0.28699,0.29054,21269.56741907343,73207.01940894
1665619200000,2022-10-13 00:00:00,BAT/USD,0.28276,0.30126,0.26084,0.29901,32667.137915164236,109250.98797754
1665532800000,2022-10-12 00:00:00,BAT/USD,0.28443,0.28737,0.28039,0.28348,6972.002647419236,24594.33698116
1665446400000,2022-10-11 00:00:00,BAT/USD,0.28719,0.28821,0.28079,0.28397,5794.254348639246,20404.45944515
1665360000000,2022-10-10 00:00:00,BAT/USD,0.30106,0.30404,0.28856,0.28856,20492.13420321825,71015.15873031
1665273600000,2022-10-09 00:00:00,BAT/USD,0.29887,0.30456,0.2973,0.30106,1006.1336367460145,3341.97049341
1665187200000,2022-10-08 00:00:00,BAT/USD,0.30047,0.30298,0.2958,0.29824,1096.5817120670208,3676.84318692
1665100800000,2022-10-07 00:00:00,BAT/USD,0.3026,0.30455,0.29562,0.30048,4805.325784407217,15992.16515045
1665014400000,2022-10-06 00:00:00,BAT/USD,0.3048,0.31056,0.30143,0.30165,1634.9105040267734,5419.89227259
1664928000000,2022-10-05 00:00:00,BAT/USD,0.30991,0.30991,0.29798,0.30465,2906.57500785108,9540.7024712
1664841600000,2022-10-04 00:00:00,BAT/USD,0.30128,0.31177,0.29995,0.30926,19163.061124692682,61964.24084813
1664755200000,2022-10-03 00:00:00,BAT/USD,0.29084,0.3023,0.28836,0.301,1359.16522056063,4515.49907163
1664668800000,2022-10-02 00:00:00,BAT/USD,0.30028,0.30173,0.29081,0.29149,2454.6966923244395,8421.20378855
1664582400000,2022-10-01 00:00:00,BAT/USD,0.30309,0.30607,0.29861,0.30019,828.6691350895387,2760.48214494
1664496000000,2022-09-30 00:00:00,BAT/USD,0.30744,0.31099,0.30003,0.30368,8392.575579113482,27636.24729687
1664409600000,2022-09-29 00:00:00,BAT/USD,0.30233,0.30855,0.2955,0.30723,10120.879325429127,32942.35369407
1664323200000,2022-09-28 00:00:00,BAT/USD,0.29873,0.30413,0.28783,0.3019,6768.123448911751,22418.42811829
1664236800000,2022-09-27 00:00:00,BAT/USD,0.30055,0.31211,0.29404,0.29828,7579.7907002627035,25411.66253273
1664150400000,2022-09-26 00:00:00,BAT/USD,0.29977,0.30506,0.29156,0.30045,6965.877716258151,23184.81516478
1664064000000,2022-09-25 00:00:00,BAT/USD,0.30735,0.31118,0.29628,0.30269,11106.842912269796,36693.78873524
1663977600000,2022-09-24 00:00:00,BAT/USD,0.31421,0.31883,0.306,0.30796,4421.248890982282,14356.56868094
1663891200000,2022-09-23 00:00:00,BAT/USD,0.30948,0.32,0.30084,0.31418,7976.921250186516,25389.65322486
1663804800000,2022-09-22 00:00:00,BAT/USD,0.28807,0.31089,0.28786,0.30863,4199.156476397633,13605.79488837
1663718400000,2022-09-21 00:00:00,BAT/USD,0.30006,0.31312,0.28528,0.289,8680.1038511314,30034.9614226
1663632000000,2022-09-20 00:00:00,BAT/USD,0.30471,0.30837,0.29715,0.29931,10320.99805752789,34482.63692335
1663545600000,2022-09-19 00:00:00,BAT/USD,0.30327,0.30749,0.29183,0.30554,21548.343230316485,70525.44095803
1663459200000,2022-09-18 00:00:00,BAT/USD,0.32982,0.32982,0.29755,0.30316,11820.376184308234,38990.55345134
1663372800000,2022-09-17 00:00:00,BAT/USD,0.32127,0.33,0.31926,0.32969,9287.541189148393,28170.52743228
1663286400000,2022-09-16 00:00:00,BAT/USD,0.31371,0.32189,0.31132,0.32087,9647.159207060786,30065.63158619
1663200000000,2022-09-15 00:00:00,BAT/USD,0.32651,0.3272,0.31281,0.31456,10849.927501147093,34492.39414149
1663113600000,2022-09-14 00:00:00,BAT/USD,0.32119,0.32915,0.31762,0.32675,6172.798307678775,18891.5020893
1663027200000,2022-09-13 00:00:00,BAT/USD,0.35409,0.36129,0.32034,0.3219,34928.87521076286,108508.46601666001
1662940800000,2022-09-12 00:00:00,BAT/USD,0.35107,0.36303,0.34577,0.35462,6088.6212438829825,17169.4242961
1662854400000,2022-09-11 00:00:00,BAT/USD,0.35322,0.36161,0.345,0.3514,8746.533707334485,24890.53416999
1662768000000,2022-09-10 00:00:00,BAT/USD,0.35319,0.35891,0.34747,0.35283,8408.229769880058,23830.82439101
1662681600000,2022-09-09 00:00:00,BAT/USD,0.33028,0.35785,0.33028,0.35445,9845.71802693524,27777.45246702
1662595200000,2022-09-08 00:00:00,BAT/USD,0.32479,0.33162,0.31677,0.32993,7761.761666856194,23525.48015293
1662508800000,2022-09-07 00:00:00,BAT/USD,0.3133,0.32888,0.30733,0.32429,9901.520806268572,30532.92055342
1662422400000,2022-09-06 00:00:00,BAT/USD,0.34204,0.3477,0.31373,0.3146,20831.363725136252,66215.39645625
1662336000000,2022-09-05 00:00:00,BAT/USD,0.35,0.3521,0.33541,0.341,4403.4195423218,12913.2537898
1662249600000,2022-09-04 00:00:00,BAT/USD,0.33633,0.34999,0.3342,0.34964,3895.5584392737474,11141.62692848
1662163200000,2022-09-03 00:00:00,BAT/USD,0.33759,0.33914,0.3321,0.33579,2665.4410990636065,7937.82155235
1662076800000,2022-09-02 00:00:00,BAT/USD,0.34059,0.34555,0.3323,0.33712,3817.4224607094347,11323.63093471
1661990400000,2022-09-01 00:00:00,BAT/USD,0.33492,0.34098,0.3251,0.34013,6863.899347444029,20180.22328946
1661904000000,2022-08-31 00:00:00,BAT/USD,0.33734,0.34607,0.33394,0.33513,7778.388089554959,23210.0620343
1661817600000,2022-08-30 00:00:00,BAT/USD,0.34797,0.35105,0.32939,0.33702,13263.502426829687,39355.2383444
1661731200000,2022-08-29 00:00:00,BAT/USD,0.32883,0.34795,0.32447,0.34698,7090.439146231503,20434.72000182
1661644800000,2022-08-28 00:00:00,BAT/USD,0.33755,0.34403,0.32675,0.32714,7741.818952555369,23665.15544585
1661558400000,2022-08-27 00:00:00,BAT/USD,0.33608,0.34157,0.3317,0.33793,4505.533164683659,13332.74099572
1661472000000,2022-08-26 00:00:00,BAT/USD,0.37271,0.37551,0.3329,0.33672,19867.17694799905,59002.06981468
1661385600000,2022-08-25 00:00:00,BAT/USD,0.36808,0.37779,0.36634,0.37301,5025.584668636593,13473.05613425
1661299200000,2022-08-24 00:00:00,BAT/USD,0.37134,0.37875,0.35957,0.36779,9202.751167983317,25021.75471868
1661212800000,2022-08-23 00:00:00,BAT/USD,0.36286,0.37334,0.3521,0.37154,4835.737028201796,13015.38738279
1661126400000,2022-08-22 00:00:00,BAT/USD,0.36855,0.36855,0.34859,0.36243,4158.113331652618,11472.87291795
1661040000000,2022-08-21 00:00:00,BAT/USD,0.35827,0.37304,0.35515,0.36933,5920.83536690309,16031.28737688
1660953600000,2022-08-20 00:00:00,BAT/USD,0.36155,0.36897,0.34831,0.35859,21877.836588052243,61010.72698082
1660867200000,2022-08-19 00:00:00,BAT/USD,0.3921,0.39278,0.35583,0.36114,30431.637519562162,84265.48573839
1660780800000,2022-08-18 00:00:00,BAT/USD,0.41021,0.41689,0.38771,0.39213,13470.64436305309,34352.49627178
1660694400000,2022-08-17 00:00:00,BAT/USD,0.42967,0.44049,0.40498,0.40989,25276.48031637319,61666.49666099
1660608000000,2022-08-16 00:00:00,BAT/USD,0.44374,0.44623,0.4252,0.43014,9464.089345485852,22002.34655109
1660521600000,2022-08-15 00:00:00,BAT/USD,0.44313,0.45956,0.43453,0.4439,8314.490994371414,18730.54966067
1660435200000,2022-08-14 00:00:00,BAT/USD,0.45796,0.47084,0.43964,0.44398,9510.574129540973,21421.17692135
1660348800000,2022-08-13 00:00:00,BAT/USD,0.46622,0.47161,0.4549,0.45835,8481.088247230153,18503.51968415
1660262400000,2022-08-12 00:00:00,BAT/USD,0.45916,0.47792,0.44851,0.4667,9076.010463242124,19447.20476375
1660176000000,2022-08-11 00:00:00,BAT/USD,0.46436,0.47363,0.45224,0.46003,57155.787833784336,124243.60983802
1660089600000,2022-08-10 00:00:00,BAT/USD,0.435,0.46648,0.41487,0.46401,28044.28520987573,60438.96728492
1660003200000,2022-08-09 00:00:00,BAT/USD,0.43616,0.45786,0.43399,0.43508,20785.70560506829,47774.44517116
1659916800000,2022-08-08 00:00:00,BAT/USD,0.42918,0.44898,0.42719,0.43731,7191.869802962118,16445.70168293
1659830400000,2022-08-07 00:00:00,BAT/USD,0.43167,0.43593,0.4228,0.42967,2790.7421235337165,6495.08255995
1659744000000,2022-08-06 00:00:00,BAT/USD,0.42911,0.45337,0.427,0.43189,7422.751664945016,17186.67175657
1659657600000,2022-08-05 00:00:00,BAT/USD,0.40291,0.47,0.40122,0.42886,71809.95322232253,167443.81201865998
1659571200000,2022-08-04 00:00:00,BAT/USD,0.39552,0.40946,0.3929,0.40317,14111.462017699521,35001.26997966
1659484800000,2022-08-03 00:00:00,BAT/USD,0.3978,0.4082,0.38412,0.39584,10617.945491297178,26823.83157664
1659398400000,2022-08-02 00:00:00,BAT/USD,0.41785,0.4219,0.3895,0.39707,23499.330568574358,59181.83335073
1659312000000,2022-08-01 00:00:00,BAT/USD,0.39819,0.44656,0.39819,0.4182,29361.887553209654,70210.15675086
1659225600000,2022-07-31 00:00:00,BAT/USD,0.40493,0.42645,0.39661,0.39979,35095.55987316779,87784.98680099
1659139200000,2022-07-30 00:00:00,BAT/USD,0.40337,0.42966,0.40086,0.40519,65128.09351996896,160734.70105375
1659052800000,2022-07-29 00:00:00,BAT/USD,0.40864,0.41868,0.3911,0.40273,14488.656726590447,35976.10490053
1658966400000,2022-07-28 00:00:00,BAT/USD,0.39652,0.417,0.38296,0.40826,20991.86872250699,51417.89232966
1658880000000,2022-07-27 00:00:00,BAT/USD,0.36698,0.39573,0.3582,0.39573,12659.717423906752,31990.79529959
1658793600000,2022-07-26 00:00:00,BAT/USD,0.35842,0.36675,0.34987,0.36675,16584.2613473738,45219.52650954
