https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume ETC
1673568000000,2023-01-13 00:00:00,ETC/USD,20.931,22.0,20.632,21.632,396263.03248450055,18318.37243364
1673481600000,2023-01-12 00:00:00,ETC/USD,20.47,21.388,19.591,20.861,754546.8063947604,36170.21266453
1673395200000,2023-01-11 00:00:00,ETC/USD,20.209,20.608,19.435,20.54,299094.68130279396,14561.5716311
1673308800000,2023-01-10 00:00:00,ETC/USD,20.157,20.433,19.687,20.246,348818.7253521431,17229.01932985
1673222400000,2023-01-09 00:00:00,ETC/USD,20.308,21.801,19.945,20.132,708325.306428154,35184.05058753
1673136000000,2023-01-08 00:00:00,ETC/USD,19.994,20.608,19.569,20.386,288090.79380112165,14131.79602674
1673049600000,2023-01-07 00:00:00,ETC/USD,20.444,20.566,19.821,20.022,290771.9123259368,14522.620733490001
1672963200000,2023-01-06 00:00:00,ETC/USD,18.261,20.993,17.801,20.464,1119554.6298344135,54708.49442115
1672876800000,2023-01-05 00:00:00,ETC/USD,19.181,19.512,18.07,18.234,377263.85089659964,20690.13112299
1672790400000,2023-01-04 00:00:00,ETC/USD,15.884,19.807,15.857,19.197,1042696.0398445657,54315.57221673
1672704000000,2023-01-03 00:00:00,ETC/USD,16.143,16.236,15.648,15.902,95660.82153984549,6015.64718525
1672617600000,2023-01-02 00:00:00,ETC/USD,15.823,16.267,15.483,16.127,76931.23627303795,4770.33771148
1672531200000,2023-01-01 00:00:00,ETC/USD,15.734,15.874,15.603,15.819,67231.00905589874,4250.01637625
1672444800000,2022-12-31 00:00:00,ETC/USD,15.576,15.969,15.523,15.721,46569.85756182322,2962.27069282
1672358400000,2022-12-30 00:00:00,ETC/USD,15.731,15.901,15.3,15.562,88354.71059805041,5677.59353541
1672272000000,2022-12-29 00:00:00,ETC/USD,15.133,16.048,14.87,15.75,184494.636095805,11713.94514894
1672185600000,2022-12-28 00:00:00,ETC/USD,15.888,15.91,14.972,15.13,152026.08535944732,10047.98977921
1672099200000,2022-12-27 00:00:00,ETC/USD,16.319,16.357,15.626,15.864,59428.944940728725,3746.15134523
1672012800000,2022-12-26 00:00:00,ETC/USD,16.216,16.331,16.042,16.269,42828.1013701784,2632.49747189
1671926400000,2022-12-25 00:00:00,ETC/USD,16.482,16.513,15.883,16.238,63394.66673438778,3904.09328331
1671840000000,2022-12-24 00:00:00,ETC/USD,16.448,16.527,16.364,16.496,24675.900852362396,1495.87177815
1671753600000,2022-12-23 00:00:00,ETC/USD,16.499,16.54,16.297,16.428,59714.51001144648,3634.92269366
1671667200000,2022-12-22 00:00:00,ETC/USD,16.669,16.734,15.881,16.515,80008.5340588842,4844.59788428
1671580800000,2022-12-21 00:00:00,ETC/USD,15.981,16.752,15.529,16.657,99304.9742098781,5961.75627123
1671494400000,2022-12-20 00:00:00,ETC/USD,15.199,16.095,15.113,15.96,90216.868889574,5652.68602065
1671408000000,2022-12-19 00:00:00,ETC/USD,15.965,16.171,14.726,15.211,236086.36053322614,15520.76527074
1671321600000,2022-12-18 00:00:00,ETC/USD,16.231,16.265,15.758,15.94,72203.4858761862,4529.70425823
1671235200000,2022-12-17 00:00:00,ETC/USD,15.961,16.321,15.767,16.201,105117.4229358367,6488.3292967
1671148800000,2022-12-16 00:00:00,ETC/USD,18.179,18.349,15.587,15.938,283592.19875583454,17793.46208783
1671062400000,2022-12-15 00:00:00,ETC/USD,18.805,18.86,17.949,18.192,67865.58370504848,3730.51801369
1670976000000,2022-12-14 00:00:00,ETC/USD,19.285,19.495,18.731,18.78,145698.3228652674,7758.16415683
1670889600000,2022-12-13 00:00:00,ETC/USD,18.588,19.763,17.905,19.266,248959.72106524036,12922.23196643
1670803200000,2022-12-12 00:00:00,ETC/USD,18.888,18.943,17.922,18.566,88730.09765794875,4779.17147786
1670716800000,2022-12-11 00:00:00,ETC/USD,19.168,19.508,18.718,18.914,82751.80096173284,4375.16130706
1670630400000,2022-12-10 00:00:00,ETC/USD,19.178,19.364,19.011,19.136,22056.552798009598,1152.6208611
1670544000000,2022-12-09 00:00:00,ETC/USD,19.22,19.493,18.986,19.198,39211.9331699471,2042.50094645
1670457600000,2022-12-08 00:00:00,ETC/USD,18.718,19.287,18.546,19.203,42063.19251204903,2190.44901901
1670371200000,2022-12-07 00:00:00,ETC/USD,19.581,19.655,18.524,18.733,102924.98974874259,5494.31429823
1670284800000,2022-12-06 00:00:00,ETC/USD,19.483,19.585,19.232,19.559,49185.59356935968,2514.72946313
1670198400000,2022-12-05 00:00:00,ETC/USD,19.492,20.225,19.155,19.46,100320.11528050681,5155.19605758
1670112000000,2022-12-04 00:00:00,ETC/USD,19.217,19.634,19.217,19.522,46824.333862364736,2398.54184317
1670025600000,2022-12-03 00:00:00,ETC/USD,19.831,19.917,19.094,19.225,47236.396456780756,2457.02972467
1669939200000,2022-12-02 00:00:00,ETC/USD,19.749,19.918,19.329,19.853,93423.24366110686,4705.74944145
1669852800000,2022-12-01 00:00:00,ETC/USD,20.308,20.308,19.631,19.746,50592.75108519096,2562.17720476
1669766400000,2022-11-30 00:00:00,ETC/USD,19.531,20.6,19.5,20.321,253382.14185718205,12468.97996443
1669680000000,2022-11-29 00:00:00,ETC/USD,19.333,19.863,19.106,19.559,211300.30410200078,10803.22634603
1669593600000,2022-11-28 00:00:00,ETC/USD,19.825,19.912,18.451,19.341,402436.6466253626,20807.43739338
1669507200000,2022-11-27 00:00:00,ETC/USD,19.906,20.42,19.738,19.845,691460.3994657565,34843.05363899
1669420800000,2022-11-26 00:00:00,ETC/USD,20.114,20.934,19.719,19.915,226677.13184050232,11382.23107409
1669334400000,2022-11-25 00:00:00,ETC/USD,20.202,20.64,19.635,20.086,572742.6851150285,28514.52181196
1669248000000,2022-11-24 00:00:00,ETC/USD,20.38,20.817,19.866,20.223,478511.6131142663,23661.75211958
1669161600000,2022-11-23 00:00:00,ETC/USD,18.489,20.422,18.242,20.383,694111.5412443262,34053.45342905
1669075200000,2022-11-22 00:00:00,ETC/USD,18.01,18.686,17.449,18.458,687462.1843013624,37244.67354542
1668988800000,2022-11-21 00:00:00,ETC/USD,18.153,18.428,17.164,18.015,331577.31805755344,18405.62409423
1668902400000,2022-11-20 00:00:00,ETC/USD,19.509,19.707,18.052,18.175,179916.15236902502,9899.100543
1668816000000,2022-11-19 00:00:00,ETC/USD,19.53,19.77,18.903,19.51,153232.86425529723,7854.06787572
1668729600000,2022-11-18 00:00:00,ETC/USD,19.59,20.005,19.258,19.527,91096.39837871733,4665.15073379
1668643200000,2022-11-17 00:00:00,ETC/USD,19.932,20.09,19.15,19.633,391681.7719017332,19950.17429337
1668556800000,2022-11-16 00:00:00,ETC/USD,20.572,20.701,19.493,19.922,175354.72913674326,8802.06450842
1668470400000,2022-11-15 00:00:00,ETC/USD,20.455,21.087,20.177,20.551,180352.96431130718,8775.87291671
1668384000000,2022-11-14 00:00:00,ETC/USD,19.871,20.695,18.835,20.499,401291.9542844826,19576.1722174
1668297600000,2022-11-13 00:00:00,ETC/USD,20.485,20.929,19.5,19.913,212912.76262679222,10692.1489794
1668211200000,2022-11-12 00:00:00,ETC/USD,21.524,21.551,20.192,20.502,189398.51509240997,9238.05068249
1668124800000,2022-11-11 00:00:00,ETC/USD,21.947,22.243,20.369,21.509,824357.5741332591,38326.16923768
1668038400000,2022-11-10 00:00:00,ETC/USD,18.239,22.883,18.188,22.003,1283713.6897941756,58342.66644522
1667952000000,2022-11-09 00:00:00,ETC/USD,21.821,22.111,17.754,18.361,1164615.042663344,63428.73714195
1667865600000,2022-11-08 00:00:00,ETC/USD,25.102,25.388,19.617,21.88,1168803.916531772,53418.8261669
1667779200000,2022-11-07 00:00:00,ETC/USD,24.841,25.719,24.42,25.141,644226.1195711272,25624.52247608
1667692800000,2022-11-06 00:00:00,ETC/USD,26.539,27.286,24.711,24.878,378830.6044741977,15227.53454756
1667606400000,2022-11-05 00:00:00,ETC/USD,25.854,27.006,25.659,26.539,814481.6646371256,30689.99075463
1667520000000,2022-11-04 00:00:00,ETC/USD,24.08,26.128,23.937,25.816,831790.2438864642,32219.95056889
1667433600000,2022-11-03 00:00:00,ETC/USD,22.994,24.794,22.904,24.038,562488.5575286818,23399.97327268
1667347200000,2022-11-02 00:00:00,ETC/USD,24.045,24.63,22.299,22.951,538568.8155858252,23466.02830316
1667260800000,2022-11-01 00:00:00,ETC/USD,24.272,24.742,23.872,24.076,146151.3254763926,6070.41557885
1667174400000,2022-10-31 00:00:00,ETC/USD,24.536,24.996,23.786,24.296,304452.37938882597,12530.96721225
1667088000000,2022-10-30 00:00:00,ETC/USD,25.917,25.946,24.235,24.536,261862.95905539364,10672.6018526
1667001600000,2022-10-29 00:00:00,ETC/USD,25.515,26.854,25.333,25.915,534009.5131381395,20606.1938313
1666915200000,2022-10-28 00:00:00,ETC/USD,24.75,25.721,24.159,25.525,391822.8344558307,15350.55179063
1666828800000,2022-10-27 00:00:00,ETC/USD,25.516,25.899,24.66,24.802,463936.8826498217,18705.62384686
1666742400000,2022-10-26 00:00:00,ETC/USD,24.756,26.233,24.494,25.531,441468.01237978524,17291.45009517
1666656000000,2022-10-25 00:00:00,ETC/USD,22.667,25.805,22.355,24.683,553923.1405414776,22441.48363414
1666569600000,2022-10-24 00:00:00,ETC/USD,23.453,23.548,22.316,22.667,229150.4342991986,10109.42931571
1666483200000,2022-10-23 00:00:00,ETC/USD,23.263,23.739,22.634,23.453,198169.0250385535,8449.62371716
1666396800000,2022-10-22 00:00:00,ETC/USD,22.094,23.5,21.709,23.244,134713.32283037147,5795.61705517
1666310400000,2022-10-21 00:00:00,ETC/USD,21.669,22.125,20.778,22.059,144434.23878165183,6547.63311037
1666224000000,2022-10-20 00:00:00,ETC/USD,22.337,22.883,21.328,21.683,209422.64300921737,9658.37951433
1666137600000,2022-10-19 00:00:00,ETC/USD,23.397,23.464,22.151,22.364,106988.94671877085,4783.98080481
1666051200000,2022-10-18 00:00:00,ETC/USD,23.839,24.184,22.871,23.397,125257.99938469619,5353.5923146
1665964800000,2022-10-17 00:00:00,ETC/USD,23.113,23.984,22.908,23.841,124633.39402421282,5227.6915408
1665878400000,2022-10-16 00:00:00,ETC/USD,22.784,23.42,22.784,23.113,99726.01475779126,4314.71530125
1665792000000,2022-10-15 00:00:00,ETC/USD,23.15,23.264,22.53,22.784,254781.1845537126,11182.46069846
1665705600000,2022-10-14 00:00:00,ETC/USD,22.979,24.6,22.852,23.15,624686.2881526019,26984.28890508
1665619200000,2022-10-13 00:00:00,ETC/USD,23.797,23.93,20.611,22.982,1021583.9870124838,44451.48320479
1665532800000,2022-10-12 00:00:00,ETC/USD,23.773,24.534,23.5,23.81,411862.0510469937,17297.86018677
1665446400000,2022-10-11 00:00:00,ETC/USD,24.179,24.264,23.546,23.72,587032.3963260652,24748.41468491
1665360000000,2022-10-10 00:00:00,ETC/USD,26.92,27.15,22.958,24.179,496667.78388702095,20541.28722805
1665273600000,2022-10-09 00:00:00,ETC/USD,26.962,27.171,26.769,26.945,74555.8780059476,2766.96522568
1665187200000,2022-10-08 00:00:00,ETC/USD,27.495,27.608,26.646,26.962,180620.05825955077,6699.06009419
1665100800000,2022-10-07 00:00:00,ETC/USD,27.817,27.845,27.104,27.489,199862.92287763493,7270.65091046
1665014400000,2022-10-06 00:00:00,ETC/USD,27.657,28.917,27.591,27.809,2015265.6075529435,72468.10771883
1664928000000,2022-10-05 00:00:00,ETC/USD,27.931,27.983,27.103,27.62,758385.3311244273,27457.83240856
1664841600000,2022-10-04 00:00:00,ETC/USD,27.475,28.145,27.306,27.931,144437.3629618133,5171.22061372
1664755200000,2022-10-03 00:00:00,ETC/USD,26.969,27.712,26.533,27.475,421162.6710438438,15328.94162125
1664668800000,2022-10-02 00:00:00,ETC/USD,27.57,27.779,26.772,26.938,103624.46686849117,3846.77655611
1664582400000,2022-10-01 00:00:00,ETC/USD,27.779,27.908,27.282,27.544,155908.93396565696,5660.35920584
1664496000000,2022-09-30 00:00:00,ETC/USD,27.838,28.362,27.377,27.752,317622.72348914365,11445.03904184
1664409600000,2022-09-29 00:00:00,ETC/USD,27.649,28.295,27.0,27.838,870673.5891912895,31276.44188488
1664323200000,2022-09-28 00:00:00,ETC/USD,28.147,28.28,26.667,27.665,547320.5677753077,19783.86292338
1664236800000,2022-09-27 00:00:00,ETC/USD,28.458,30.232,27.607,28.147,1198470.9857901966,42578.99548052
1664150400000,2022-09-26 00:00:00,ETC/USD,28.356,28.606,27.51,28.489,462402.0163190551,16230.89670817
1664064000000,2022-09-25 00:00:00,ETC/USD,28.717,29.498,27.943,28.33,115747.5741019599,4085.68916703
1663977600000,2022-09-24 00:00:00,ETC/USD,28.952,29.778,28.381,28.721,344460.97093534895,11993.34880176
1663891200000,2022-09-23 00:00:00,ETC/USD,28.686,29.527,27.279,28.979,1801320.1755798755,62159.50086545
1663804800000,2022-09-22 00:00:00,ETC/USD,27.716,29.006,27.633,28.696,472600.46446122555,16469.21049837
1663718400000,2022-09-21 00:00:00,ETC/USD,29.138,30.714,27.101,27.716,924438.6140633613,33353.96933408
1663632000000,2022-09-20 00:00:00,ETC/USD,30.329,30.515,28.657,29.146,533095.0645778534,18290.50520064
1663545600000,2022-09-19 00:00:00,ETC/USD,29.507,30.844,27.305,30.348,1682808.1322873428,55450.38000156
1663459200000,2022-09-18 00:00:00,ETC/USD,34.472,34.491,29.007,29.532,774549.2789692552,26227.45763813
1663372800000,2022-09-17 00:00:00,ETC/USD,33.983,34.941,33.538,34.419,358688.4083033651,10421.23270006
1663286400000,2022-09-16 00:00:00,ETC/USD,35.708,35.754,32.693,34.088,1938955.894500426,56880.89340825
1663200000000,2022-09-15 00:00:00,ETC/USD,39.19,39.725,35.248,35.708,1499776.050508798,42001.12161165
1663113600000,2022-09-14 00:00:00,ETC/USD,35.251,39.749,35.096,39.284,854321.2324953678,21747.307618759998
1663027200000,2022-09-13 00:00:00,ETC/USD,38.444,38.957,34.718,35.319,1142980.5410169114,32361.63371038
1662940800000,2022-09-12 00:00:00,ETC/USD,38.445,40.553,37.16,38.425,1008202.2570430427,26238.18495883
1662854400000,2022-09-11 00:00:00,ETC/USD,39.242,39.446,37.405,38.445,388601.97305432585,10107.99773844
1662768000000,2022-09-10 00:00:00,ETC/USD,39.144,40.382,38.021,39.192,567274.1201211879,14474.23249952
1662681600000,2022-09-09 00:00:00,ETC/USD,37.11,40.019,36.578,39.208,947953.6917475914,24177.55794092
1662595200000,2022-09-08 00:00:00,ETC/USD,37.257,37.77,35.461,37.038,1382787.4605488637,37334.29074326
1662508800000,2022-09-07 00:00:00,ETC/USD,34.409,38.0,33.133,37.25,1520670.9476136276,40823.38114399
1662422400000,2022-09-06 00:00:00,ETC/USD,39.679,42.274,34.234,34.415,2333331.0780309592,67799.82792477
1662336000000,2022-09-05 00:00:00,ETC/USD,32.484,40.027,31.539,39.675,1612788.2848725177,40649.98827656
1662249600000,2022-09-04 00:00:00,ETC/USD,32.171,32.489,31.523,32.44,5516600.551529926,170055.50405456
1662163200000,2022-09-03 00:00:00,ETC/USD,32.514,32.688,31.959,32.191,3422480.067249542,106317.91703425
1662076800000,2022-09-02 00:00:00,ETC/USD,32.879,33.928,31.933,32.468,340044.17474709934,10473.20976799
1661990400000,2022-09-01 00:00:00,ETC/USD,32.389,32.998,31.032,32.947,282943.4538854872,8587.83664326
1661904000000,2022-08-31 00:00:00,ETC/USD,32.389,33.839,31.957,32.412,1009294.4981277982,31139.53159718
1661817600000,2022-08-30 00:00:00,ETC/USD,33.531,34.349,31.372,32.329,702879.8696547571,21741.46647452
1661731200000,2022-08-29 00:00:00,ETC/USD,30.947,33.775,30.385,33.604,545631.0768231559,16237.08715698
1661644800000,2022-08-28 00:00:00,ETC/USD,33.034,33.512,30.58,30.82,690115.6649292917,22391.81261938
1661558400000,2022-08-27 00:00:00,ETC/USD,33.941,34.495,32.076,33.034,987345.8600691,29888.77701971
1661472000000,2022-08-26 00:00:00,ETC/USD,37.299,38.37,33.547,33.941,3257541.1042695725,95976.58007335
1661385600000,2022-08-25 00:00:00,ETC/USD,35.29,38.08,35.269,37.297,3189875.18480053,85526.32074431
1661299200000,2022-08-24 00:00:00,ETC/USD,34.29,36.806,32.924,35.29,955070.9490005034,27063.50096346
1661212800000,2022-08-23 00:00:00,ETC/USD,34.033,34.734,32.206,34.313,2039716.374575335,59444.41974107
1661126400000,2022-08-22 00:00:00,ETC/USD,33.756,34.137,31.288,34.097,652983.2475143326,19150.7536591
1661040000000,2022-08-21 00:00:00,ETC/USD,32.792,34.196,32.178,33.645,312713.8610778146,9294.51214379
1660953600000,2022-08-20 00:00:00,ETC/USD,32.926,34.597,31.233,32.771,1174793.784705264,35848.57907007
1660867200000,2022-08-19 00:00:00,ETC/USD,39.543,39.623,30.322,33.009,9035146.124608379,273717.65653635
1660780800000,2022-08-18 00:00:00,ETC/USD,40.329,41.829,39.1,39.543,708052.6499641391,17905.8910544
1660694400000,2022-08-17 00:00:00,ETC/USD,39.898,42.497,38.703,40.329,612069.6305931204,15176.91067453
1660608000000,2022-08-16 00:00:00,ETC/USD,41.89,42.258,39.437,39.944,539061.7522333798,13495.43741822
1660521600000,2022-08-15 00:00:00,ETC/USD,41.514,43.581,40.182,41.89,410226.2784343247,9792.94052123
1660435200000,2022-08-14 00:00:00,ETC/USD,43.522,44.289,40.548,41.514,413834.68743669364,9968.5572924
1660348800000,2022-08-13 00:00:00,ETC/USD,43.373,45.755,42.823,43.51,455223.77706285694,10462.5092407
1660262400000,2022-08-12 00:00:00,ETC/USD,42.146,43.871,41.064,43.311,957233.9402878828,22101.40473062
1660176000000,2022-08-11 00:00:00,ETC/USD,38.799,44.566,38.272,42.146,2758659.780168296,65454.84221915
1660089600000,2022-08-10 00:00:00,ETC/USD,36.324,39.462,36.129,38.799,4077283.004684913,105087.32195894
1660003200000,2022-08-09 00:00:00,ETC/USD,38.023,38.363,35.507,36.36,8942066.166565375,245931.41272182
1659916800000,2022-08-08 00:00:00,ETC/USD,37.75,39.769,36.767,38.023,1095660.364083622,28815.72637834
1659830400000,2022-08-07 00:00:00,ETC/USD,37.786,38.6,36.605,37.75,725902.8421681426,19229.21436207
1659744000000,2022-08-06 00:00:00,ETC/USD,38.26,39.429,37.143,37.786,1034640.4579560653,27381.58201334
1659657600000,2022-08-05 00:00:00,ETC/USD,34.786,38.532,34.728,38.362,990341.0842784927,25815.67916893
1659571200000,2022-08-04 00:00:00,ETC/USD,35.967,37.141,31.099,34.767,1355088.820979511,38976.29421519
1659484800000,2022-08-03 00:00:00,ETC/USD,36.551,38.585,34.73,36.039,1823044.2837821487,50585.31823253
1659398400000,2022-08-02 00:00:00,ETC/USD,34.982,38.758,32.184,36.577,2402030.45996274,65670.51589695
1659312000000,2022-08-01 00:00:00,ETC/USD,36.341,37.787,33.704,34.982,5882890.2318446925,168169.06500042
1659225600000,2022-07-31 00:00:00,ETC/USD,39.343,41.456,35.7,36.366,5031236.129933582,138350.00082312
1659139200000,2022-07-30 00:00:00,ETC/USD,40.471,41.841,38.135,39.343,1902543.3399330233,48357.86137135
1659052800000,2022-07-29 00:00:00,ETC/USD,40.803,45.315,37.64,40.471,6420973.606191928,158656.16382575
1658966400000,2022-07-28 00:00:00,ETC/USD,32.896,42.416,31.956,40.709,4676812.782063531,114884.00064024
1658880000000,2022-07-27 00:00:00,ETC/USD,25.165,33.433,24.992,32.896,3898928.748107378,118522.88266377
1658793600000,2022-07-26 00:00:00,ETC/USD,23.221,25.241,22.8,25.165,1304780.3917364366,51849.01218901
1658707200000,2022-07-25 00:00:00,ETC/USD,25.541,25.784,23.123,23.221,1632311.2990054095,70294.61689873
1658620800000,2022-07-24 00:00:00,ETC/USD,25.505,26.753,25.249,25.503,1004480.1711133638,39386.74552458
1658534400000,2022-07-23 00:00:00,ETC/USD,24.869,28.212,24.584,25.561,2794180.151037726,109314.19549461
1658448000000,2022-07-22 00:00:00,ETC/USD,26.34,26.912,23.476,24.854,2939691.3688163646,118278.40061223
1658361600000,2022-07-21 00:00:00,ETC/USD,23.368,26.538,22.171,26.294,2147839.883300655,81685.55120182
1658275200000,2022-07-20 00:00:00,ETC/USD,25.37,25.877,23.145,23.368,2410329.1758993627,103146.57548354
1658188800000,2022-07-19 00:00:00,ETC/USD,25.309,27.897,24.261,25.37,5453703.769580052,214966.64444541
1658102400000,2022-07-18 00:00:00,ETC/USD,19.25,25.589,19.227,25.326,3390717.6618134663,133882.87379821
1658016000000,2022-07-17 00:00:00,ETC/USD,17.287,20.549,16.848,19.231,1769753.7305405021,92026.08967503
1657929600000,2022-07-16 00:00:00,ETC/USD,15.051,17.5,14.64,17.242,1033694.7128188345,59952.13506663
1657843200000,2022-07-15 00:00:00,ETC/USD,14.732,15.342,14.541,15.051,159671.26088960285,10608.68120986
1657756800000,2022-07-14 00:00:00,ETC/USD,14.404,14.795,13.915,14.71,116409.70590251,7913.644181
1657670400000,2022-07-13 00:00:00,ETC/USD,13.812,14.428,13.365,14.428,129327.3496051007,8963.63665131
1657584000000,2022-07-12 00:00:00,ETC/USD,14.143,14.359,13.777,13.817,331064.0609037697,23960.63261951
1657497600000,2022-07-11 00:00:00,ETC/USD,15.09,15.115,14.088,14.162,278268.5998311126,19648.96199909
1657411200000,2022-07-10 00:00:00,ETC/USD,15.829,15.829,14.959,15.148,125649.52558538322,8294.79308063
1657324800000,2022-07-09 00:00:00,ETC/USD,15.526,16.032,15.526,15.829,116263.53092287462,7344.97005009
1657238400000,2022-07-08 00:00:00,ETC/USD,15.88,16.36,15.39,15.506,130568.0507067593,8420.48566405
1657152000000,2022-07-07 00:00:00,ETC/USD,15.21,16.003,15.07,15.912,55537.98484901472,3490.32081756
1657065600000,2022-07-06 00:00:00,ETC/USD,14.919,15.331,14.732,15.21,70500.5848142739,4635.14693059
1656979200000,2022-07-05 00:00:00,ETC/USD,15.427,15.482,14.401,14.928,81279.98582902609,5444.80076561
1656892800000,2022-07-04 00:00:00,ETC/USD,14.782,15.472,14.4,15.379,100856.61683471102,6558.0737911900005
1656806400000,2022-07-03 00:00:00,ETC/USD,14.745,15.009,14.338,14.79,75143.5215968367,5080.69787673
1656720000000,2022-07-02 00:00:00,ETC/USD,14.647,14.93,14.267,14.739,97147.19398387887,6591.16588533
1656633600000,2022-07-01 00:00:00,ETC/USD,14.978,15.352,14.292,14.621,215360.75023345536,14729.54997835
1656547200000,2022-06-30 00:00:00,ETC/USD,15.174,15.269,14.144,14.955,184810.42804207516,12357.76850833
1656460800000,2022-06-29 00:00:00,ETC/USD,15.431,15.67,14.924,15.176,1460364.5560343962,96228.55535282
1656374400000,2022-06-28 00:00:00,ETC/USD,16.54,16.803,15.311,15.431,151953.08830029666,9847.26124686
1656288000000,2022-06-27 00:00:00,ETC/USD,16.663,17.517,16.16,16.54,293914.5006083376,17769.92143944
1656201600000,2022-06-26 00:00:00,ETC/USD,16.562,18.011,16.049,16.663,358372.96923719934,21507.10971837
1656115200000,2022-06-25 00:00:00,ETC/USD,16.43,16.685,15.759,16.625,47359.403284506254,2848.68591185
1656028800000,2022-06-24 00:00:00,ETC/USD,15.892,16.781,15.847,16.431,163408.3585607459,9945.12558948
1655942400000,2022-06-23 00:00:00,ETC/USD,15.16,16.021,15.16,15.92,125982.23785904399,7913.45715195
1655856000000,2022-06-22 00:00:00,ETC/USD,16.108,16.144,15.05,15.169,396488.265728565,26138.06221429
1655769600000,2022-06-21 00:00:00,ETC/USD,16.212,16.962,15.786,16.113,178788.51669157273,11095.91737675
1655683200000,2022-06-20 00:00:00,ETC/USD,15.352,16.514,14.534,16.258,411996.01536834356,25341.12531482
1655596800000,2022-06-19 00:00:00,ETC/USD,13.706,15.576,13.271,15.363,304007.6998221355,19788.30305423
1655510400000,2022-06-18 00:00:00,ETC/USD,14.311,14.557,12.481,13.722,284490.7040908476,20732.4518358
1655424000000,2022-06-17 00:00:00,ETC/USD,13.83,14.598,13.723,14.316,228136.0743684282,15935.74143395
1655337600000,2022-06-16 00:00:00,ETC/USD,15.867,16.062,13.566,13.816,194288.11529956665,14062.54453529
1655251200000,2022-06-15 00:00:00,ETC/USD,14.56,16.003,12.951,15.868,553584.1227148619,34886.82396741
1655164800000,2022-06-14 00:00:00,ETC/USD,14.39,15.126,13.128,14.581,410809.8245533445,28174.32443271
1655078400000,2022-06-13 00:00:00,ETC/USD,16.53,16.932,13.959,14.397,1000604.0038764189,69500.86850569
1654992000000,2022-06-12 00:00:00,ETC/USD,18.236,18.382,16.566,16.601,514391.90910618764,30985.59780171
1654905600000,2022-06-11 00:00:00,ETC/USD,19.945,20.368,17.904,18.2,790868.3445697579,43454.30464669
1654819200000,2022-06-10 00:00:00,ETC/USD,21.186,21.407,19.715,19.948,2727743.514336572,136742.70675439
1654732800000,2022-06-09 00:00:00,ETC/USD,21.274,21.647,20.935,21.176,143559.95034243295,6779.37052996
1654646400000,2022-06-08 00:00:00,ETC/USD,21.521,21.829,21.009,21.253,84489.08416792157,3975.39566969
1654560000000,2022-06-07 00:00:00,ETC/USD,22.507,22.507,20.845,21.547,244850.6531914829,11363.5612007
1654473600000,2022-06-06 00:00:00,ETC/USD,21.793,23.342,21.787,22.504,399234.2236917456,17740.58939263
1654387200000,2022-06-05 00:00:00,ETC/USD,21.977,22.2,21.674,21.857,55934.98641593401,2559.13375193
1654300800000,2022-06-04 00:00:00,ETC/USD,21.876,22.055,21.561,21.99,360684.66161910363,16402.21289764
1654214400000,2022-06-03 00:00:00,ETC/USD,22.429,22.658,21.292,21.84,156471.46291948078,7164.44427287
1654128000000,2022-06-02 00:00:00,ETC/USD,21.992,22.503,21.663,22.445,249688.2233267866,11124.44746388
1654041600000,2022-06-01 00:00:00,ETC/USD,23.75,24.193,21.491,22.005,513892.74018843315,23353.453314630002
1653955200000,2022-05-31 00:00:00,ETC/USD,24.828,25.169,22.957,23.754,565396.6029562072,23802.16397054
1653868800000,2022-05-30 00:00:00,ETC/USD,23.686,24.999,23.45,24.828,626671.5956754186,25240.51859495
1653782400000,2022-05-29 00:00:00,ETC/USD,22.732,23.815,22.218,23.7,413768.46494721895,17458.58501887
1653696000000,2022-05-28 00:00:00,ETC/USD,22.508,23.066,22.331,22.76,448517.79518704687,19706.40576393
1653609600000,2022-05-27 00:00:00,ETC/USD,21.973,23.367,21.48,22.431,571433.4061413162,25475.16410955
1653523200000,2022-05-26 00:00:00,ETC/USD,23.754,23.911,20.608,21.934,505571.08683230774,23049.65290564
1653436800000,2022-05-25 00:00:00,ETC/USD,24.205,25.599,23.508,23.721,2240637.9122469844,94457.98711045
1653350400000,2022-05-24 00:00:00,ETC/USD,21.86,24.399,21.099,24.186,842845.658862135,34848.49329621
1653264000000,2022-05-23 00:00:00,ETC/USD,21.065,24.219,20.615,21.832,946474.9957616873,43352.64729579
1653177600000,2022-05-22 00:00:00,ETC/USD,20.388,21.256,20.127,21.084,279302.3662372642,13247.12418124
1653091200000,2022-05-21 00:00:00,ETC/USD,20.139,20.547,19.844,20.334,138790.8694162329,6825.55667435
1653004800000,2022-05-20 00:00:00,ETC/USD,20.889,21.228,19.694,20.158,360316.24839337374,17874.60305553
1652918400000,2022-05-19 00:00:00,ETC/USD,19.812,21.0,19.43,20.909,161099.01310929013,7704.76890857
1652832000000,2022-05-18 00:00:00,ETC/USD,21.753,21.935,19.742,19.742,133497.3345535967,6762.09778916
1652745600000,2022-05-17 00:00:00,ETC/USD,20.883,21.888,20.737,21.805,399528.01113474165,18322.77051753
1652659200000,2022-05-16 00:00:00,ETC/USD,22.084,22.749,20.293,20.891,376613.9210935362,18027.56790453
1652572800000,2022-05-15 00:00:00,ETC/USD,21.077,22.188,20.404,22.089,267590.0549281967,12114.17696266
